"","Year","State","Classified.Days","count"
"1",1980,"Alabama","Good.Days",5
"2",1980,"Alabama","Hazardous.Days",5
"3",1980,"Alabama","Moderate.Days",5
"4",1980,"Alabama","Unhealthy.Days",5
"5",1980,"Alabama","Unhealthy.for.Sensitive.Groups.Days",5
"6",1980,"Alabama","Very.Unhealthy.Days",5
"7",1980,"Alaska","Good.Days",3
"8",1980,"Alaska","Hazardous.Days",3
"9",1980,"Alaska","Moderate.Days",3
"10",1980,"Alaska","Unhealthy.Days",3
"11",1980,"Alaska","Unhealthy.for.Sensitive.Groups.Days",3
"12",1980,"Alaska","Very.Unhealthy.Days",3
"13",1980,"Arizona","Good.Days",8
"14",1980,"Arizona","Hazardous.Days",8
"15",1980,"Arizona","Moderate.Days",8
"16",1980,"Arizona","Unhealthy.Days",8
"17",1980,"Arizona","Unhealthy.for.Sensitive.Groups.Days",8
"18",1980,"Arizona","Very.Unhealthy.Days",8
"19",1980,"Arkansas","Good.Days",2
"20",1980,"Arkansas","Hazardous.Days",2
"21",1980,"Arkansas","Moderate.Days",2
"22",1980,"Arkansas","Unhealthy.Days",2
"23",1980,"Arkansas","Unhealthy.for.Sensitive.Groups.Days",2
"24",1980,"Arkansas","Very.Unhealthy.Days",2
"25",1980,"California","Good.Days",41
"26",1980,"California","Hazardous.Days",41
"27",1980,"California","Moderate.Days",41
"28",1980,"California","Unhealthy.Days",41
"29",1980,"California","Unhealthy.for.Sensitive.Groups.Days",41
"30",1980,"California","Very.Unhealthy.Days",41
"31",1980,"Colorado","Good.Days",10
"32",1980,"Colorado","Hazardous.Days",10
"33",1980,"Colorado","Moderate.Days",10
"34",1980,"Colorado","Unhealthy.Days",10
"35",1980,"Colorado","Unhealthy.for.Sensitive.Groups.Days",10
"36",1980,"Colorado","Very.Unhealthy.Days",10
"37",1980,"Connecticut","Good.Days",6
"38",1980,"Connecticut","Hazardous.Days",6
"39",1980,"Connecticut","Moderate.Days",6
"40",1980,"Connecticut","Unhealthy.Days",6
"41",1980,"Connecticut","Unhealthy.for.Sensitive.Groups.Days",6
"42",1980,"Connecticut","Very.Unhealthy.Days",6
"43",1980,"Delaware","Good.Days",3
"44",1980,"Delaware","Hazardous.Days",3
"45",1980,"Delaware","Moderate.Days",3
"46",1980,"Delaware","Unhealthy.Days",3
"47",1980,"Delaware","Unhealthy.for.Sensitive.Groups.Days",3
"48",1980,"Delaware","Very.Unhealthy.Days",3
"49",1980,"District Of Columbia","Good.Days",1
"50",1980,"District Of Columbia","Hazardous.Days",1
"51",1980,"District Of Columbia","Moderate.Days",1
"52",1980,"District Of Columbia","Unhealthy.Days",1
"53",1980,"District Of Columbia","Unhealthy.for.Sensitive.Groups.Days",1
"54",1980,"District Of Columbia","Very.Unhealthy.Days",1
"55",1980,"Florida","Good.Days",18
"56",1980,"Florida","Hazardous.Days",18
"57",1980,"Florida","Moderate.Days",18
"58",1980,"Florida","Unhealthy.Days",18
"59",1980,"Florida","Unhealthy.for.Sensitive.Groups.Days",18
"60",1980,"Florida","Very.Unhealthy.Days",18
"61",1980,"Georgia","Good.Days",9
"62",1980,"Georgia","Hazardous.Days",9
"63",1980,"Georgia","Moderate.Days",9
"64",1980,"Georgia","Unhealthy.Days",9
"65",1980,"Georgia","Unhealthy.for.Sensitive.Groups.Days",9
"66",1980,"Georgia","Very.Unhealthy.Days",9
"67",1980,"Hawaii","Good.Days",1
"68",1980,"Hawaii","Hazardous.Days",1
"69",1980,"Hawaii","Moderate.Days",1
"70",1980,"Hawaii","Unhealthy.Days",1
"71",1980,"Hawaii","Unhealthy.for.Sensitive.Groups.Days",1
"72",1980,"Hawaii","Very.Unhealthy.Days",1
"73",1980,"Idaho","Good.Days",4
"74",1980,"Idaho","Hazardous.Days",4
"75",1980,"Idaho","Moderate.Days",4
"76",1980,"Idaho","Unhealthy.Days",4
"77",1980,"Idaho","Unhealthy.for.Sensitive.Groups.Days",4
"78",1980,"Idaho","Very.Unhealthy.Days",4
"79",1980,"Illinois","Good.Days",20
"80",1980,"Illinois","Hazardous.Days",20
"81",1980,"Illinois","Moderate.Days",20
"82",1980,"Illinois","Unhealthy.Days",20
"83",1980,"Illinois","Unhealthy.for.Sensitive.Groups.Days",20
"84",1980,"Illinois","Very.Unhealthy.Days",20
"85",1980,"Indiana","Good.Days",20
"86",1980,"Indiana","Hazardous.Days",20
"87",1980,"Indiana","Moderate.Days",20
"88",1980,"Indiana","Unhealthy.Days",20
"89",1980,"Indiana","Unhealthy.for.Sensitive.Groups.Days",20
"90",1980,"Indiana","Very.Unhealthy.Days",20
"91",1980,"Iowa","Good.Days",7
"92",1980,"Iowa","Hazardous.Days",7
"93",1980,"Iowa","Moderate.Days",7
"94",1980,"Iowa","Unhealthy.Days",7
"95",1980,"Iowa","Unhealthy.for.Sensitive.Groups.Days",7
"96",1980,"Iowa","Very.Unhealthy.Days",7
"97",1980,"Kansas","Good.Days",3
"98",1980,"Kansas","Hazardous.Days",3
"99",1980,"Kansas","Moderate.Days",3
"100",1980,"Kansas","Unhealthy.Days",3
"101",1980,"Kansas","Unhealthy.for.Sensitive.Groups.Days",3
"102",1980,"Kansas","Very.Unhealthy.Days",3
"103",1980,"Kentucky","Good.Days",13
"104",1980,"Kentucky","Hazardous.Days",13
"105",1980,"Kentucky","Moderate.Days",13
"106",1980,"Kentucky","Unhealthy.Days",13
"107",1980,"Kentucky","Unhealthy.for.Sensitive.Groups.Days",13
"108",1980,"Kentucky","Very.Unhealthy.Days",13
"109",1980,"Louisiana","Good.Days",7
"110",1980,"Louisiana","Hazardous.Days",7
"111",1980,"Louisiana","Moderate.Days",7
"112",1980,"Louisiana","Unhealthy.Days",7
"113",1980,"Louisiana","Unhealthy.for.Sensitive.Groups.Days",7
"114",1980,"Louisiana","Very.Unhealthy.Days",7
"115",1980,"Maine","Good.Days",8
"116",1980,"Maine","Hazardous.Days",8
"117",1980,"Maine","Moderate.Days",8
"118",1980,"Maine","Unhealthy.Days",8
"119",1980,"Maine","Unhealthy.for.Sensitive.Groups.Days",8
"120",1980,"Maine","Very.Unhealthy.Days",8
"121",1980,"Maryland","Good.Days",11
"122",1980,"Maryland","Hazardous.Days",11
"123",1980,"Maryland","Moderate.Days",11
"124",1980,"Maryland","Unhealthy.Days",11
"125",1980,"Maryland","Unhealthy.for.Sensitive.Groups.Days",11
"126",1980,"Maryland","Very.Unhealthy.Days",11
"127",1980,"Massachusetts","Good.Days",9
"128",1980,"Massachusetts","Hazardous.Days",9
"129",1980,"Massachusetts","Moderate.Days",9
"130",1980,"Massachusetts","Unhealthy.Days",9
"131",1980,"Massachusetts","Unhealthy.for.Sensitive.Groups.Days",9
"132",1980,"Massachusetts","Very.Unhealthy.Days",9
"133",1980,"Michigan","Good.Days",16
"134",1980,"Michigan","Hazardous.Days",16
"135",1980,"Michigan","Moderate.Days",16
"136",1980,"Michigan","Unhealthy.Days",16
"137",1980,"Michigan","Unhealthy.for.Sensitive.Groups.Days",16
"138",1980,"Michigan","Very.Unhealthy.Days",16
"139",1980,"Minnesota","Good.Days",10
"140",1980,"Minnesota","Hazardous.Days",10
"141",1980,"Minnesota","Moderate.Days",10
"142",1980,"Minnesota","Unhealthy.Days",10
"143",1980,"Minnesota","Unhealthy.for.Sensitive.Groups.Days",10
"144",1980,"Minnesota","Very.Unhealthy.Days",10
"145",1980,"Mississippi","Good.Days",4
"146",1980,"Mississippi","Hazardous.Days",4
"147",1980,"Mississippi","Moderate.Days",4
"148",1980,"Mississippi","Unhealthy.Days",4
"149",1980,"Mississippi","Unhealthy.for.Sensitive.Groups.Days",4
"150",1980,"Mississippi","Very.Unhealthy.Days",4
"151",1980,"Missouri","Good.Days",7
"152",1980,"Missouri","Hazardous.Days",7
"153",1980,"Missouri","Moderate.Days",7
"154",1980,"Missouri","Unhealthy.Days",7
"155",1980,"Missouri","Unhealthy.for.Sensitive.Groups.Days",7
"156",1980,"Missouri","Very.Unhealthy.Days",7
"157",1980,"Montana","Good.Days",6
"158",1980,"Montana","Hazardous.Days",6
"159",1980,"Montana","Moderate.Days",6
"160",1980,"Montana","Unhealthy.Days",6
"161",1980,"Montana","Unhealthy.for.Sensitive.Groups.Days",6
"162",1980,"Montana","Very.Unhealthy.Days",6
"163",1980,"Nebraska","Good.Days",2
"164",1980,"Nebraska","Hazardous.Days",2
"165",1980,"Nebraska","Moderate.Days",2
"166",1980,"Nebraska","Unhealthy.Days",2
"167",1980,"Nebraska","Unhealthy.for.Sensitive.Groups.Days",2
"168",1980,"Nebraska","Very.Unhealthy.Days",2
"169",1980,"Nevada","Good.Days",2
"170",1980,"Nevada","Hazardous.Days",2
"171",1980,"Nevada","Moderate.Days",2
"172",1980,"Nevada","Unhealthy.Days",2
"173",1980,"Nevada","Unhealthy.for.Sensitive.Groups.Days",2
"174",1980,"Nevada","Very.Unhealthy.Days",2
"175",1980,"New Hampshire","Good.Days",4
"176",1980,"New Hampshire","Hazardous.Days",4
"177",1980,"New Hampshire","Moderate.Days",4
"178",1980,"New Hampshire","Unhealthy.Days",4
"179",1980,"New Hampshire","Unhealthy.for.Sensitive.Groups.Days",4
"180",1980,"New Hampshire","Very.Unhealthy.Days",4
"181",1980,"New Jersey","Good.Days",16
"182",1980,"New Jersey","Hazardous.Days",16
"183",1980,"New Jersey","Moderate.Days",16
"184",1980,"New Jersey","Unhealthy.Days",16
"185",1980,"New Jersey","Unhealthy.for.Sensitive.Groups.Days",16
"186",1980,"New Jersey","Very.Unhealthy.Days",16
"187",1980,"New Mexico","Good.Days",4
"188",1980,"New Mexico","Hazardous.Days",4
"189",1980,"New Mexico","Moderate.Days",4
"190",1980,"New Mexico","Unhealthy.Days",4
"191",1980,"New Mexico","Unhealthy.for.Sensitive.Groups.Days",4
"192",1980,"New Mexico","Very.Unhealthy.Days",4
"193",1980,"New York","Good.Days",19
"194",1980,"New York","Hazardous.Days",19
"195",1980,"New York","Moderate.Days",19
"196",1980,"New York","Unhealthy.Days",19
"197",1980,"New York","Unhealthy.for.Sensitive.Groups.Days",19
"198",1980,"New York","Very.Unhealthy.Days",19
"199",1980,"North Carolina","Good.Days",9
"200",1980,"North Carolina","Hazardous.Days",9
"201",1980,"North Carolina","Moderate.Days",9
"202",1980,"North Carolina","Unhealthy.Days",9
"203",1980,"North Carolina","Unhealthy.for.Sensitive.Groups.Days",9
"204",1980,"North Carolina","Very.Unhealthy.Days",9
"205",1980,"North Dakota","Good.Days",5
"206",1980,"North Dakota","Hazardous.Days",5
"207",1980,"North Dakota","Moderate.Days",5
"208",1980,"North Dakota","Unhealthy.Days",5
"209",1980,"North Dakota","Unhealthy.for.Sensitive.Groups.Days",5
"210",1980,"North Dakota","Very.Unhealthy.Days",5
"211",1980,"Ohio","Good.Days",25
"212",1980,"Ohio","Hazardous.Days",25
"213",1980,"Ohio","Moderate.Days",25
"214",1980,"Ohio","Unhealthy.Days",25
"215",1980,"Ohio","Unhealthy.for.Sensitive.Groups.Days",25
"216",1980,"Ohio","Very.Unhealthy.Days",25
"217",1980,"Oklahoma","Good.Days",3
"218",1980,"Oklahoma","Hazardous.Days",3
"219",1980,"Oklahoma","Moderate.Days",3
"220",1980,"Oklahoma","Unhealthy.Days",3
"221",1980,"Oklahoma","Unhealthy.for.Sensitive.Groups.Days",3
"222",1980,"Oklahoma","Very.Unhealthy.Days",3
"223",1980,"Oregon","Good.Days",7
"224",1980,"Oregon","Hazardous.Days",7
"225",1980,"Oregon","Moderate.Days",7
"226",1980,"Oregon","Unhealthy.Days",7
"227",1980,"Oregon","Unhealthy.for.Sensitive.Groups.Days",7
"228",1980,"Oregon","Very.Unhealthy.Days",7
"229",1980,"Pennsylvania","Good.Days",21
"230",1980,"Pennsylvania","Hazardous.Days",21
"231",1980,"Pennsylvania","Moderate.Days",21
"232",1980,"Pennsylvania","Unhealthy.Days",21
"233",1980,"Pennsylvania","Unhealthy.for.Sensitive.Groups.Days",21
"234",1980,"Pennsylvania","Very.Unhealthy.Days",21
"235",1980,"Puerto Rico","Good.Days",3
"236",1980,"Puerto Rico","Hazardous.Days",3
"237",1980,"Puerto Rico","Moderate.Days",3
"238",1980,"Puerto Rico","Unhealthy.Days",3
"239",1980,"Puerto Rico","Unhealthy.for.Sensitive.Groups.Days",3
"240",1980,"Puerto Rico","Very.Unhealthy.Days",3
"241",1980,"Rhode Island","Good.Days",2
"242",1980,"Rhode Island","Hazardous.Days",2
"243",1980,"Rhode Island","Moderate.Days",2
"244",1980,"Rhode Island","Unhealthy.Days",2
"245",1980,"Rhode Island","Unhealthy.for.Sensitive.Groups.Days",2
"246",1980,"Rhode Island","Very.Unhealthy.Days",2
"247",1980,"South Carolina","Good.Days",10
"248",1980,"South Carolina","Hazardous.Days",10
"249",1980,"South Carolina","Moderate.Days",10
"250",1980,"South Carolina","Unhealthy.Days",10
"251",1980,"South Carolina","Unhealthy.for.Sensitive.Groups.Days",10
"252",1980,"South Carolina","Very.Unhealthy.Days",10
"253",1980,"Tennessee","Good.Days",12
"254",1980,"Tennessee","Hazardous.Days",12
"255",1980,"Tennessee","Moderate.Days",12
"256",1980,"Tennessee","Unhealthy.Days",12
"257",1980,"Tennessee","Unhealthy.for.Sensitive.Groups.Days",12
"258",1980,"Tennessee","Very.Unhealthy.Days",12
"259",1980,"Texas","Good.Days",16
"260",1980,"Texas","Hazardous.Days",16
"261",1980,"Texas","Moderate.Days",16
"262",1980,"Texas","Unhealthy.Days",16
"263",1980,"Texas","Unhealthy.for.Sensitive.Groups.Days",16
"264",1980,"Texas","Very.Unhealthy.Days",16
"265",1980,"Utah","Good.Days",7
"266",1980,"Utah","Hazardous.Days",7
"267",1980,"Utah","Moderate.Days",7
"268",1980,"Utah","Unhealthy.Days",7
"269",1980,"Utah","Unhealthy.for.Sensitive.Groups.Days",7
"270",1980,"Utah","Very.Unhealthy.Days",7
"271",1980,"Vermont","Good.Days",3
"272",1980,"Vermont","Hazardous.Days",3
"273",1980,"Vermont","Moderate.Days",3
"274",1980,"Vermont","Unhealthy.Days",3
"275",1980,"Vermont","Unhealthy.for.Sensitive.Groups.Days",3
"276",1980,"Vermont","Very.Unhealthy.Days",3
"277",1980,"Virginia","Good.Days",13
"278",1980,"Virginia","Hazardous.Days",13
"279",1980,"Virginia","Moderate.Days",13
"280",1980,"Virginia","Unhealthy.Days",13
"281",1980,"Virginia","Unhealthy.for.Sensitive.Groups.Days",13
"282",1980,"Virginia","Very.Unhealthy.Days",13
"283",1980,"Washington","Good.Days",8
"284",1980,"Washington","Hazardous.Days",8
"285",1980,"Washington","Moderate.Days",8
"286",1980,"Washington","Unhealthy.Days",8
"287",1980,"Washington","Unhealthy.for.Sensitive.Groups.Days",8
"288",1980,"Washington","Very.Unhealthy.Days",8
"289",1980,"West Virginia","Good.Days",6
"290",1980,"West Virginia","Hazardous.Days",6
"291",1980,"West Virginia","Moderate.Days",6
"292",1980,"West Virginia","Unhealthy.Days",6
"293",1980,"West Virginia","Unhealthy.for.Sensitive.Groups.Days",6
"294",1980,"West Virginia","Very.Unhealthy.Days",6
"295",1980,"Wisconsin","Good.Days",18
"296",1980,"Wisconsin","Hazardous.Days",18
"297",1980,"Wisconsin","Moderate.Days",18
"298",1980,"Wisconsin","Unhealthy.Days",18
"299",1980,"Wisconsin","Unhealthy.for.Sensitive.Groups.Days",18
"300",1980,"Wisconsin","Very.Unhealthy.Days",18
"301",1981,"Alabama","Good.Days",6
"302",1981,"Alabama","Hazardous.Days",6
"303",1981,"Alabama","Moderate.Days",6
"304",1981,"Alabama","Unhealthy.Days",6
"305",1981,"Alabama","Unhealthy.for.Sensitive.Groups.Days",6
"306",1981,"Alabama","Very.Unhealthy.Days",6
"307",1981,"Alaska","Good.Days",2
"308",1981,"Alaska","Hazardous.Days",2
"309",1981,"Alaska","Moderate.Days",2
"310",1981,"Alaska","Unhealthy.Days",2
"311",1981,"Alaska","Unhealthy.for.Sensitive.Groups.Days",2
"312",1981,"Alaska","Very.Unhealthy.Days",2
"313",1981,"Arizona","Good.Days",9
"314",1981,"Arizona","Hazardous.Days",9
"315",1981,"Arizona","Moderate.Days",9
"316",1981,"Arizona","Unhealthy.Days",9
"317",1981,"Arizona","Unhealthy.for.Sensitive.Groups.Days",9
"318",1981,"Arizona","Very.Unhealthy.Days",9
"319",1981,"Arkansas","Good.Days",3
"320",1981,"Arkansas","Hazardous.Days",3
"321",1981,"Arkansas","Moderate.Days",3
"322",1981,"Arkansas","Unhealthy.Days",3
"323",1981,"Arkansas","Unhealthy.for.Sensitive.Groups.Days",3
"324",1981,"Arkansas","Very.Unhealthy.Days",3
"325",1981,"California","Good.Days",43
"326",1981,"California","Hazardous.Days",43
"327",1981,"California","Moderate.Days",43
"328",1981,"California","Unhealthy.Days",43
"329",1981,"California","Unhealthy.for.Sensitive.Groups.Days",43
"330",1981,"California","Very.Unhealthy.Days",43
"331",1981,"Colorado","Good.Days",10
"332",1981,"Colorado","Hazardous.Days",10
"333",1981,"Colorado","Moderate.Days",10
"334",1981,"Colorado","Unhealthy.Days",10
"335",1981,"Colorado","Unhealthy.for.Sensitive.Groups.Days",10
"336",1981,"Colorado","Very.Unhealthy.Days",10
"337",1981,"Connecticut","Good.Days",6
"338",1981,"Connecticut","Hazardous.Days",6
"339",1981,"Connecticut","Moderate.Days",6
"340",1981,"Connecticut","Unhealthy.Days",6
"341",1981,"Connecticut","Unhealthy.for.Sensitive.Groups.Days",6
"342",1981,"Connecticut","Very.Unhealthy.Days",6
"343",1981,"Delaware","Good.Days",3
"344",1981,"Delaware","Hazardous.Days",3
"345",1981,"Delaware","Moderate.Days",3
"346",1981,"Delaware","Unhealthy.Days",3
"347",1981,"Delaware","Unhealthy.for.Sensitive.Groups.Days",3
"348",1981,"Delaware","Very.Unhealthy.Days",3
"349",1981,"District Of Columbia","Good.Days",1
"350",1981,"District Of Columbia","Hazardous.Days",1
"351",1981,"District Of Columbia","Moderate.Days",1
"352",1981,"District Of Columbia","Unhealthy.Days",1
"353",1981,"District Of Columbia","Unhealthy.for.Sensitive.Groups.Days",1
"354",1981,"District Of Columbia","Very.Unhealthy.Days",1
"355",1981,"Florida","Good.Days",18
"356",1981,"Florida","Hazardous.Days",18
"357",1981,"Florida","Moderate.Days",18
"358",1981,"Florida","Unhealthy.Days",18
"359",1981,"Florida","Unhealthy.for.Sensitive.Groups.Days",18
"360",1981,"Florida","Very.Unhealthy.Days",18
"361",1981,"Georgia","Good.Days",4
"362",1981,"Georgia","Hazardous.Days",4
"363",1981,"Georgia","Moderate.Days",4
"364",1981,"Georgia","Unhealthy.Days",4
"365",1981,"Georgia","Unhealthy.for.Sensitive.Groups.Days",4
"366",1981,"Georgia","Very.Unhealthy.Days",4
"367",1981,"Hawaii","Good.Days",1
"368",1981,"Hawaii","Hazardous.Days",1
"369",1981,"Hawaii","Moderate.Days",1
"370",1981,"Hawaii","Unhealthy.Days",1
"371",1981,"Hawaii","Unhealthy.for.Sensitive.Groups.Days",1
"372",1981,"Hawaii","Very.Unhealthy.Days",1
"373",1981,"Idaho","Good.Days",4
"374",1981,"Idaho","Hazardous.Days",4
"375",1981,"Idaho","Moderate.Days",4
"376",1981,"Idaho","Unhealthy.Days",4
"377",1981,"Idaho","Unhealthy.for.Sensitive.Groups.Days",4
"378",1981,"Idaho","Very.Unhealthy.Days",4
"379",1981,"Illinois","Good.Days",21
"380",1981,"Illinois","Hazardous.Days",21
"381",1981,"Illinois","Moderate.Days",21
"382",1981,"Illinois","Unhealthy.Days",21
"383",1981,"Illinois","Unhealthy.for.Sensitive.Groups.Days",21
"384",1981,"Illinois","Very.Unhealthy.Days",21
"385",1981,"Indiana","Good.Days",19
"386",1981,"Indiana","Hazardous.Days",19
"387",1981,"Indiana","Moderate.Days",19
"388",1981,"Indiana","Unhealthy.Days",19
"389",1981,"Indiana","Unhealthy.for.Sensitive.Groups.Days",19
"390",1981,"Indiana","Very.Unhealthy.Days",19
"391",1981,"Iowa","Good.Days",7
"392",1981,"Iowa","Hazardous.Days",7
"393",1981,"Iowa","Moderate.Days",7
"394",1981,"Iowa","Unhealthy.Days",7
"395",1981,"Iowa","Unhealthy.for.Sensitive.Groups.Days",7
"396",1981,"Iowa","Very.Unhealthy.Days",7
"397",1981,"Kansas","Good.Days",3
"398",1981,"Kansas","Hazardous.Days",3
"399",1981,"Kansas","Moderate.Days",3
"400",1981,"Kansas","Unhealthy.Days",3
"401",1981,"Kansas","Unhealthy.for.Sensitive.Groups.Days",3
"402",1981,"Kansas","Very.Unhealthy.Days",3
"403",1981,"Kentucky","Good.Days",16
"404",1981,"Kentucky","Hazardous.Days",16
"405",1981,"Kentucky","Moderate.Days",16
"406",1981,"Kentucky","Unhealthy.Days",16
"407",1981,"Kentucky","Unhealthy.for.Sensitive.Groups.Days",16
"408",1981,"Kentucky","Very.Unhealthy.Days",16
"409",1981,"Louisiana","Good.Days",10
"410",1981,"Louisiana","Hazardous.Days",10
"411",1981,"Louisiana","Moderate.Days",10
"412",1981,"Louisiana","Unhealthy.Days",10
"413",1981,"Louisiana","Unhealthy.for.Sensitive.Groups.Days",10
"414",1981,"Louisiana","Very.Unhealthy.Days",10
"415",1981,"Maine","Good.Days",8
"416",1981,"Maine","Hazardous.Days",8
"417",1981,"Maine","Moderate.Days",8
"418",1981,"Maine","Unhealthy.Days",8
"419",1981,"Maine","Unhealthy.for.Sensitive.Groups.Days",8
"420",1981,"Maine","Very.Unhealthy.Days",8
"421",1981,"Maryland","Good.Days",10
"422",1981,"Maryland","Hazardous.Days",10
"423",1981,"Maryland","Moderate.Days",10
"424",1981,"Maryland","Unhealthy.Days",10
"425",1981,"Maryland","Unhealthy.for.Sensitive.Groups.Days",10
"426",1981,"Maryland","Very.Unhealthy.Days",10
"427",1981,"Massachusetts","Good.Days",10
"428",1981,"Massachusetts","Hazardous.Days",10
"429",1981,"Massachusetts","Moderate.Days",10
"430",1981,"Massachusetts","Unhealthy.Days",10
"431",1981,"Massachusetts","Unhealthy.for.Sensitive.Groups.Days",10
"432",1981,"Massachusetts","Very.Unhealthy.Days",10
"433",1981,"Michigan","Good.Days",15
"434",1981,"Michigan","Hazardous.Days",15
"435",1981,"Michigan","Moderate.Days",15
"436",1981,"Michigan","Unhealthy.Days",15
"437",1981,"Michigan","Unhealthy.for.Sensitive.Groups.Days",15
"438",1981,"Michigan","Very.Unhealthy.Days",15
"439",1981,"Minnesota","Good.Days",9
"440",1981,"Minnesota","Hazardous.Days",9
"441",1981,"Minnesota","Moderate.Days",9
"442",1981,"Minnesota","Unhealthy.Days",9
"443",1981,"Minnesota","Unhealthy.for.Sensitive.Groups.Days",9
"444",1981,"Minnesota","Very.Unhealthy.Days",9
"445",1981,"Mississippi","Good.Days",5
"446",1981,"Mississippi","Hazardous.Days",5
"447",1981,"Mississippi","Moderate.Days",5
"448",1981,"Mississippi","Unhealthy.Days",5
"449",1981,"Mississippi","Unhealthy.for.Sensitive.Groups.Days",5
"450",1981,"Mississippi","Very.Unhealthy.Days",5
"451",1981,"Missouri","Good.Days",7
"452",1981,"Missouri","Hazardous.Days",7
"453",1981,"Missouri","Moderate.Days",7
"454",1981,"Missouri","Unhealthy.Days",7
"455",1981,"Missouri","Unhealthy.for.Sensitive.Groups.Days",7
"456",1981,"Missouri","Very.Unhealthy.Days",7
"457",1981,"Montana","Good.Days",6
"458",1981,"Montana","Hazardous.Days",6
"459",1981,"Montana","Moderate.Days",6
"460",1981,"Montana","Unhealthy.Days",6
"461",1981,"Montana","Unhealthy.for.Sensitive.Groups.Days",6
"462",1981,"Montana","Very.Unhealthy.Days",6
"463",1981,"Nebraska","Good.Days",2
"464",1981,"Nebraska","Hazardous.Days",2
"465",1981,"Nebraska","Moderate.Days",2
"466",1981,"Nebraska","Unhealthy.Days",2
"467",1981,"Nebraska","Unhealthy.for.Sensitive.Groups.Days",2
"468",1981,"Nebraska","Very.Unhealthy.Days",2
"469",1981,"Nevada","Good.Days",4
"470",1981,"Nevada","Hazardous.Days",4
"471",1981,"Nevada","Moderate.Days",4
"472",1981,"Nevada","Unhealthy.Days",4
"473",1981,"Nevada","Unhealthy.for.Sensitive.Groups.Days",4
"474",1981,"Nevada","Very.Unhealthy.Days",4
"475",1981,"New Hampshire","Good.Days",5
"476",1981,"New Hampshire","Hazardous.Days",5
"477",1981,"New Hampshire","Moderate.Days",5
"478",1981,"New Hampshire","Unhealthy.Days",5
"479",1981,"New Hampshire","Unhealthy.for.Sensitive.Groups.Days",5
"480",1981,"New Hampshire","Very.Unhealthy.Days",5
"481",1981,"New Jersey","Good.Days",15
"482",1981,"New Jersey","Hazardous.Days",15
"483",1981,"New Jersey","Moderate.Days",15
"484",1981,"New Jersey","Unhealthy.Days",15
"485",1981,"New Jersey","Unhealthy.for.Sensitive.Groups.Days",15
"486",1981,"New Jersey","Very.Unhealthy.Days",15
"487",1981,"New Mexico","Good.Days",5
"488",1981,"New Mexico","Hazardous.Days",5
"489",1981,"New Mexico","Moderate.Days",5
"490",1981,"New Mexico","Unhealthy.Days",5
"491",1981,"New Mexico","Unhealthy.for.Sensitive.Groups.Days",5
"492",1981,"New Mexico","Very.Unhealthy.Days",5
"493",1981,"New York","Good.Days",18
"494",1981,"New York","Hazardous.Days",18
"495",1981,"New York","Moderate.Days",18
"496",1981,"New York","Unhealthy.Days",18
"497",1981,"New York","Unhealthy.for.Sensitive.Groups.Days",18
"498",1981,"New York","Very.Unhealthy.Days",18
"499",1981,"North Carolina","Good.Days",12
"500",1981,"North Carolina","Hazardous.Days",12
"501",1981,"North Carolina","Moderate.Days",12
"502",1981,"North Carolina","Unhealthy.Days",12
"503",1981,"North Carolina","Unhealthy.for.Sensitive.Groups.Days",12
"504",1981,"North Carolina","Very.Unhealthy.Days",12
"505",1981,"North Dakota","Good.Days",6
"506",1981,"North Dakota","Hazardous.Days",6
"507",1981,"North Dakota","Moderate.Days",6
"508",1981,"North Dakota","Unhealthy.Days",6
"509",1981,"North Dakota","Unhealthy.for.Sensitive.Groups.Days",6
"510",1981,"North Dakota","Very.Unhealthy.Days",6
"511",1981,"Ohio","Good.Days",26
"512",1981,"Ohio","Hazardous.Days",26
"513",1981,"Ohio","Moderate.Days",26
"514",1981,"Ohio","Unhealthy.Days",26
"515",1981,"Ohio","Unhealthy.for.Sensitive.Groups.Days",26
"516",1981,"Ohio","Very.Unhealthy.Days",26
"517",1981,"Oklahoma","Good.Days",5
"518",1981,"Oklahoma","Hazardous.Days",5
"519",1981,"Oklahoma","Moderate.Days",5
"520",1981,"Oklahoma","Unhealthy.Days",5
"521",1981,"Oklahoma","Unhealthy.for.Sensitive.Groups.Days",5
"522",1981,"Oklahoma","Very.Unhealthy.Days",5
"523",1981,"Oregon","Good.Days",8
"524",1981,"Oregon","Hazardous.Days",8
"525",1981,"Oregon","Moderate.Days",8
"526",1981,"Oregon","Unhealthy.Days",8
"527",1981,"Oregon","Unhealthy.for.Sensitive.Groups.Days",8
"528",1981,"Oregon","Very.Unhealthy.Days",8
"529",1981,"Pennsylvania","Good.Days",22
"530",1981,"Pennsylvania","Hazardous.Days",22
"531",1981,"Pennsylvania","Moderate.Days",22
"532",1981,"Pennsylvania","Unhealthy.Days",22
"533",1981,"Pennsylvania","Unhealthy.for.Sensitive.Groups.Days",22
"534",1981,"Pennsylvania","Very.Unhealthy.Days",22
"535",1981,"Puerto Rico","Good.Days",4
"536",1981,"Puerto Rico","Hazardous.Days",4
"537",1981,"Puerto Rico","Moderate.Days",4
"538",1981,"Puerto Rico","Unhealthy.Days",4
"539",1981,"Puerto Rico","Unhealthy.for.Sensitive.Groups.Days",4
"540",1981,"Puerto Rico","Very.Unhealthy.Days",4
"541",1981,"Rhode Island","Good.Days",2
"542",1981,"Rhode Island","Hazardous.Days",2
