State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Latitude,Longitude
North Carolina,Granville,2005,213,90,78,42,3,0,0,172,122,58,0,0,213,0,0,0,36.141111,-78.768056
North Carolina,Guilford,2005,365,148,195,20,2,0,0,172,93,55,8,0,120,0,237,0,36.109006,-79.802314
North Carolina,Haywood,2005,264,94,139,31,0,0,0,147,105,58,0,0,193,0,71,0,35.587144,-83.074156
North Carolina,Hyde,2005,89,68,21,0,0,0,0,98,64,32,0,0,0,0,89,0,35.45109,-76.207165
North Carolina,Jackson,2005,126,67,56,3,0,0,0,108,74,49,0,0,26,0,100,0,35.466767,-83.277928
North Carolina,Johnston,2005,213,122,68,21,2,0,0,182,101,48,0,0,213,0,0,0,35.59095,-78.4622
North Carolina,Lenoir,2005,255,149,87,17,2,0,0,167,90,47,0,0,173,0,82,0,35.2318,-77.5669
North Carolina,Lincoln,2005,214,121,67,23,3,0,0,156,101,48,0,0,214,0,0,0,35.438556,-81.27675
North Carolina,Macon,2005,349,307,37,5,0,0,0,143,58,36,0,0,349,0,0,0,35.0608,-83.4306
North Carolina,Martin,2005,254,168,76,9,1,0,0,154,77,45,0,0,179,0,75,0,35.81066,-76.9063
North Carolina,Mecklenburg,2005,365,102,212,42,8,1,0,206,112,61,0,8,112,16,229,0,35.281791,-80.851473
North Carolina,Mitchell,2005,118,59,59,0,0,0,0,99,76,51,0,0,0,0,118,0,35.912487,-82.062082
North Carolina,Montgomery,2005,364,256,97,11,0,0,0,147,71,41,0,0,288,0,76,0,35.2632,-79.8365
North Carolina,New Hanover,2005,365,268,87,10,0,0,0,147,70,37,0,0,168,130,67,0,34.23583,-77.9547
North Carolina,Person,2005,212,126,70,16,0,0,0,150,93,48,0,0,212,0,0,0,36.49002,-79.058272
North Carolina,Pitt,2005,259,158,86,14,1,0,0,156,84,46,0,0,176,0,83,0,35.641276,-77.360126
North Carolina,Rockingham,2005,213,128,69,16,0,0,0,133,93,48,0,0,213,0,0,0,36.308889,-79.859167
North Carolina,Rowan,2005,303,140,114,39,10,0,0,177,122,54,0,0,235,0,68,0,35.551868,-80.395039
North Carolina,Swain,2005,260,178,79,3,0,0,0,119,69,44,0,0,166,0,91,3,35.498711,-83.310242
North Carolina,Union,2005,212,117,67,27,1,0,0,159,108,47,0,0,212,0,0,0,34.974039,-80.540622
North Carolina,Wake,2005,365,151,177,32,5,0,0,161,101,55,0,0,148,4,213,0,35.8652,-78.8197
North Carolina,Yancey,2005,209,87,100,22,0,0,0,150,101,58,0,0,209,0,0,0,35.765413,-82.264944
North Dakota,Billings,2005,352,335,17,0,0,0,0,74,48,36,0,0,338,0,14,0,46.8943,-103.37853
North Dakota,Burke,2005,365,344,21,0,0,0,0,100,47,33,0,0,304,46,14,1,48.64193,-102.4018
North Dakota,Burleigh,2005,181,169,12,0,0,0,0,73,45,24,0,26,49,2,97,7,46.825425,-100.76821
North Dakota,Cass,2005,362,321,40,0,1,0,0,154,51,34,0,20,275,0,48,19,46.933754,-96.85535
North Dakota,Dunn,2005,362,359,3,0,0,0,0,64,42,31,0,2,348,1,0,11,47.342423,-102.645864
North Dakota,McKenzie,2005,365,347,15,3,0,0,0,113,46,35,0,0,345,7,11,2,47.5812,-103.2995
North Dakota,Mercer,2005,364,332,30,2,0,0,0,107,49,34,0,1,305,45,13,0,47.400624,-101.929099
North Dakota,Oliver,2005,364,333,29,2,0,0,0,119,48,33,0,0,318,46,0,0,47.185833,-101.428056
North Dakota,Williams,2005,364,287,61,14,2,0,0,154,76,16,0,0,0,364,0,0,48.465253,-102.894086
Ohio,Adams,2005,355,313,33,9,0,0,0,140,54,17,0,0,0,355,0,0,38.79471,-83.53398
Ohio,Allen,2005,358,265,70,21,2,0,0,159,87,33,0,0,209,127,0,22,40.770944,-84.0539
Ohio,Ashtabula,2005,362,279,53,23,7,0,0,197,90,34,0,0,207,155,0,0,41.959695,-80.572808
Ohio,Athens,2005,61,31,26,3,1,0,0,194,90,50,0,0,0,0,61,0,39.442165,-81.908827
Ohio,Belmont,2005,354,243,63,44,4,0,0,200,105,31,0,0,0,354,0,0,39.9679,-80.7464
Ohio,Butler,2005,365,167,145,45,7,1,0,201,112,52,0,0,176,113,75,1,39.5327,-84.7286
Ohio,Clark,2005,365,218,117,25,5,0,0,177,93,45,0,0,181,110,74,0,39.92882,-83.80949
Ohio,Clermont,2005,344,185,122,35,2,0,0,159,101,49,0,0,163,114,67,0,39.0828,-84.1441
Ohio,Clinton,2005,214,113,65,33,3,0,0,179,119,49,0,0,214,0,0,0,39.427535,-83.788916
Ohio,Columbiana,2005,357,266,69,22,0,0,0,149,85,24,0,0,0,315,0,42,40.634688,-80.545695
Ohio,Cuyahoga,2005,365,145,176,40,4,0,0,182,105,59,2,43,86,104,100,30,41.536942,-81.458871
Ohio,Delaware,2005,214,119,71,23,1,0,0,172,108,47,0,0,214,0,0,0,40.356694,-83.063971
Ohio,Fayette,2005,353,261,64,26,2,0,0,156,93,38,0,0,353,0,0,0,39.6359,-83.2605
Ohio,Franklin,2005,365,200,122,36,6,1,0,201,105,47,12,0,172,36,78,67,40.0877,-82.959773
Ohio,Gallia,2005,345,293,41,10,1,0,0,154,64,23,0,0,0,345,0,0,38.94945,-82.1104
Ohio,Geauga,2005,206,107,63,30,6,0,0,164,115,49,0,0,206,0,0,0,41.515051,-81.249906
Ohio,Greene,2005,264,125,110,27,2,0,0,161,101,52,0,0,182,0,81,1,39.66575,-83.94268
Ohio,Hamilton,2005,365,154,138,60,12,1,0,208,126,60,0,95,120,76,74,0,39.146025,-84.538375
Ohio,Hancock,2005,61,61,0,0,0,0,0,42,32,23,0,0,0,0,0,61,41.093169,-83.423448
Ohio,Jefferson,2005,365,153,127,74,11,0,0,183,125,59,15,0,121,169,56,4,40.259475,-80.639987
Ohio,Knox,2005,213,128,66,17,2,0,0,190,100,46,0,0,213,0,0,0,40.27886,-82.679563
Ohio,Lake,2005,365,149,128,72,15,1,0,214,128,61,2,0,124,194,45,0,41.758462,-81.278129
Ohio,Lawrence,2005,363,236,114,12,1,0,0,173,84,41,0,0,141,117,105,0,38.508075,-82.659241
Ohio,Licking,2005,234,149,61,22,2,0,0,151,101,44,0,0,207,0,0,27,39.954457,-82.75892
Ohio,Lorain,2005,262,147,94,19,2,0,0,185,97,48,0,0,174,0,88,0,41.463071,-82.114261
Ohio,Lucas,2005,365,185,140,34,5,1,0,203,105,49,0,0,147,92,73,53,41.679867,-83.4785
Ohio,Madison,2005,214,120,62,29,3,0,0,174,108,48,0,0,214,0,0,0,39.78819,-83.47606
Ohio,Mahoning,2005,365,218,124,21,2,0,0,174,91,44,0,0,146,129,90,0,41.09596,-80.65847
Ohio,Medina,2005,226,111,85,25,5,0,0,190,107,51,0,0,179,0,47,0,41.0604,-81.9239
Ohio,Miami,2005,214,132,62,20,0,0,0,150,93,46,0,0,214,0,0,0,40.08502,-84.113808
Ohio,Montgomery,2005,365,222,116,26,1,0,0,174,92,43,99,0,166,0,100,0,39.755969,-84.198674
Ohio,Morgan,2005,347,257,47,36,7,0,0,200,110,27,0,0,0,347,0,0,39.63223,-81.67005
Ohio,Noble,2005,355,240,90,24,1,0,0,154,90,41,0,0,299,0,56,0,39.9428,-81.3373
Ohio,Portage,2005,257,124,96,28,8,1,0,202,119,52,0,0,181,0,76,0,41.182466,-81.330486
Ohio,Preble,2005,263,136,108,18,1,0,0,154,93,50,0,0,175,0,88,0,39.83562,-84.720524
Ohio,Scioto,2005,365,224,136,5,0,0,0,133,79,43,0,0,0,125,99,141,38.588034,-82.834973
Ohio,Stark,2005,355,207,114,30,3,1,0,201,97,45,94,0,168,0,93,0,40.93133,-81.123519
Ohio,Summit,2005,365,148,148,64,5,0,0,177,116,57,5,0,132,146,82,0,41.079159,-81.516235
Ohio,Trumbull,2005,263,121,104,33,5,0,0,174,108,54,0,0,182,0,80,1,41.23172,-80.80116
Ohio,Warren,2005,212,111,64,33,4,0,0,190,122,50,0,0,212,0,0,0,39.42689,-84.20077
Ohio,Washington,2005,234,140,64,24,6,0,0,179,108,48,0,0,211,0,0,23,39.43147,-81.50131
Ohio,Wood,2005,214,134,57,21,2,0,0,166,105,45,0,0,214,0,0,0,41.377685,-83.611104
Oklahoma,Adair,2005,362,229,117,16,0,0,0,122,87,45,0,0,350,0,12,0,35.750735,-94.669697
Oklahoma,Canadian,2005,365,283,68,12,2,0,0,172,84,37,0,0,365,0,0,0,35.479215,-97.751503
Oklahoma,Carter,2005,57,39,18,0,0,0,0,84,59,37,0,0,0,0,57,0,34.244189,-97.462931
Oklahoma,Cleveland,2005,365,284,66,15,0,0,0,136,77,37,0,0,365,0,0,0,35.320105,-97.484099
Oklahoma,Comanche,2005,365,277,69,19,0,0,0,150,87,39,0,0,344,0,21,0,34.732404,-98.713351
Oklahoma,Creek,2005,361,273,81,5,2,0,0,177,77,42,0,0,361,0,0,0,36.105481,-96.361196
Oklahoma,Dewey,2005,365,286,72,6,1,0,0,154,74,41,0,0,365,0,0,0,36.158414,-98.931973
Oklahoma,Garfield,2005,62,42,20,0,0,0,0,86,61,38,0,0,0,0,62,0,36.512363,-97.845959
Oklahoma,Kay,2005,365,225,115,25,0,0,0,150,93,46,0,0,239,52,39,35,36.939969,-97.345
Oklahoma,Mayes,2005,364,227,111,26,0,0,0,150,93,46,0,13,265,13,55,18,36.228408,-95.249943
Oklahoma,Muskogee,2005,359,270,84,5,0,0,0,112,65,34,0,0,0,78,98,183,35.775813,-95.287067
Oklahoma,Oklahoma,2005,365,186,150,28,1,0,0,159,97,50,0,39,201,0,124,1,35.614131,-97.475083
Oklahoma,Osage,2005,354,312,41,1,0,0,0,109,54,19,0,0,0,354,0,0,36.35586,-96.01243
Oklahoma,Ottawa,2005,365,234,116,15,0,0,0,140,87,44,0,40,245,0,27,53,36.985702,-94.83931
Oklahoma,Pittsburg,2005,357,254,98,5,0,0,0,115,77,43,0,0,294,0,60,3,34.829396,-95.843642
Oklahoma,Sequoyah,2005,108,49,56,3,0,0,0,115,77,53,0,0,0,0,108,0,35.40814,-94.524413
Oklahoma,Tulsa,2005,365,128,189,42,6,0,0,167,105,56,0,3,151,102,108,1,35.901324,-96.012749
Oregon,Baker,2005,274,238,35,1,0,0,0,140,62,20,0,0,0,0,274,0,44.78822,-117.8446
Oregon,Benton,2005,362,324,37,1,0,0,0,104,52,15,0,0,0,0,362,0,44.5884,-123.2673
Oregon,Clackamas,2005,313,286,25,2,0,0,0,129,49,29,0,0,154,0,159,0,45.28845,-121.782775
Oregon,Columbia,2005,286,262,24,0,0,0,0,86,49,29,0,0,139,0,147,0,45.768531,-122.7721
Oregon,Deschutes,2005,365,327,38,0,0,0,0,90,52,20,7,0,0,0,349,9,44.0548,-121.2942
Oregon,Douglas,2005,128,88,40,0,0,0,0,89,68,39,0,0,0,0,128,0,43.2266,-123.36479
Oregon,Grant,2005,363,288,73,2,0,0,0,108,61,25,0,0,0,0,363,0,44.418,-118.9513
Oregon,Harney,2005,359,269,87,3,0,0,0,112,72,24,0,0,0,0,357,2,43.58925,-119.04872
Oregon,Jackson,2005,365,233,121,10,1,0,0,151,80,44,3,0,138,0,222,2,42.33155,-122.880266
Oregon,Josephine,2005,365,274,89,1,1,0,0,160,62,29,6,0,0,0,359,0,42.434139,-123.348466
Oregon,Klamath,2005,362,257,83,22,0,0,0,149,80,32,0,0,0,0,362,0,42.909851,-122.140861
Oregon,Lake,2005,361,304,41,15,1,0,0,151,62,20,0,0,0,0,354,7,42.189215,-120.353969
Oregon,Lane,2005,365,215,113,28,9,0,0,160,101,44,0,0,127,0,237,1,43.799501,-123.053487
Oregon,Linn,2005,362,298,60,3,1,0,0,152,63,22,0,0,0,0,362,0,44.778743,-122.617048
Oregon,Marion,2005,365,293,65,7,0,0,0,133,63,32,14,0,144,0,207,0,44.943114,-123.005934
Oregon,Multnomah,2005,365,265,95,4,1,0,0,156,66,35,0,16,72,0,275,2,45.5625,-122.575278
Oregon,Umatilla,2005,362,286,72,4,0,0,0,138,71,21,0,0,0,0,344,18,45.828968,-119.262991
Oregon,Union,2005,365,292,68,4,1,0,0,151,66,26,0,0,0,0,355,10,45.3235,-118.0778
Oregon,Wallowa,2005,364,316,48,0,0,0,0,99,54,19,0,0,0,0,364,0,45.079864,-116.844808
Oregon,Wasco,2005,360,307,53,0,0,0,0,99,57,19,0,0,0,0,360,0,45.602419,-121.203387
Oregon,Washington,2005,365,274,81,7,3,0,0,154,71,25,0,0,0,0,363,2,45.470191,-122.816411
Pennsylvania,Adams,2005,364,168,169,26,1,0,0,161,93,53,0,0,174,0,190,0,39.9231,-77.3078
Pennsylvania,Allegheny,2005,365,69,187,84,24,1,0,202,137,73,0,4,65,120,174,2,40.308219,-79.869134
Pennsylvania,Armstrong,2005,214,130,56,24,3,1,0,204,108,47,0,0,214,0,0,0,40.814183,-79.56475
Pennsylvania,Beaver,2005,365,112,158,83,12,0,0,200,122,67,0,19,92,213,39,2,40.685019,-80.324775
Pennsylvania,Berks,2005,365,221,111,30,3,0,0,169,99,44,0,109,111,64,78,3,40.377222,-75.914444
Pennsylvania,Blair,2005,364,257,92,15,0,0,0,150,77,41,0,78,182,97,0,7,40.535278,-78.370833
Pennsylvania,Bucks,2005,365,247,90,21,7,0,0,182,93,42,0,111,161,25,65,3,40.107222,-74.882222
Pennsylvania,Cambria,2005,365,215,125,24,1,0,0,151,91,46,0,57,125,91,85,7,40.309722,-78.915
Pennsylvania,Centre,2005,365,176,163,23,3,0,0,161,94,52,0,4,177,10,174,0,40.7208,-77.9319
Pennsylvania,Chester,2005,251,116,95,32,8,0,0,195,115,55,0,0,184,0,67,0,39.834461,-75.768242
Pennsylvania,Clearfield,2005,208,115,66,23,4,0,0,161,108,48,0,0,208,0,0,0,41.1175,-78.526194
Pennsylvania,Cumberland,2005,345,162,169,14,0,0,0,120,83,53,0,0,0,0,345,0,40.246528,-77.18675
Pennsylvania,Dauphin,2005,365,143,187,31,4,0,0,174,100,58,0,31,105,23,206,0,40.272222,-76.681389
Pennsylvania,Delaware,2005,363,221,112,25,5,0,0,161,93,44,0,88,141,38,76,20,39.818715,-75.413973
Pennsylvania,Elk,2005,344,283,50,11,0,0,0,129,71,37,0,0,344,0,0,0,41.598119,-78.767867
Pennsylvania,Erie,2005,365,152,175,32,6,0,0,195,101,54,0,20,105,69,171,0,42.14175,-80.038611
Pennsylvania,Franklin,2005,204,139,57,8,0,0,0,119,87,45,0,0,204,0,0,0,39.961111,-77.475556
Pennsylvania,Greene,2005,215,108,75,30,2,0,0,172,112,50,3,0,187,25,0,0,39.80933,-80.26567
Pennsylvania,Indiana,2005,365,200,121,38,6,0,0,172,107,48,0,31,168,166,0,0,40.56333,-78.919972
Pennsylvania,Lackawanna,2005,365,191,151,21,2,0,0,159,88,49,0,33,141,7,184,0,41.442778,-75.623056
Pennsylvania,Lancaster,2005,365,203,117,41,4,0,0,177,108,46,0,74,161,46,81,3,40.043833,-76.1124
Pennsylvania,Lawrence,2005,365,231,111,21,2,0,0,157,89,44,0,103,143,108,0,11,40.995848,-80.346442
Pennsylvania,Lehigh,2005,365,174,160,27,4,0,0,166,96,53,0,23,120,25,197,0,40.611944,-75.4325
Pennsylvania,Luzerne,2005,365,184,161,19,1,0,0,161,88,50,0,23,131,12,198,1,41.265556,-75.846389
Pennsylvania,Lycoming,2005,365,275,66,22,2,0,0,156,87,34,0,0,207,145,0,13,41.266263,-77.231189
Pennsylvania,Mercer,2005,365,154,174,33,4,0,0,177,101,53,0,0,165,16,184,0,41.4271,-80.1451
Pennsylvania,Montgomery,2005,365,251,83,24,7,0,0,169,90,42,0,122,162,18,61,2,40.112222,-75.309167
Pennsylvania,Northampton,2005,365,140,196,24,5,0,0,159,96,56,0,11,88,68,168,30,40.628056,-75.341111
Pennsylvania,Philadelphia,2005,365,148,177,32,8,0,0,197,105,56,0,55,111,7,192,0,39.988842,-75.207205
Pennsylvania,Somerset,2005,362,290,61,10,1,0,0,154,71,36,0,0,362,0,0,0,39.9878,-79.2515
Pennsylvania,Tioga,2005,211,140,57,14,0,0,0,143,93,46,0,0,211,0,0,0,41.644722,-76.939167
Pennsylvania,Warren,2005,365,217,63,76,9,0,0,200,126,34,0,0,0,365,0,0,41.825708,-79.119952
Pennsylvania,Washington,2005,365,83,233,44,5,0,0,166,106,67,0,3,96,165,101,0,40.268963,-80.243995
Pennsylvania,Westmoreland,2005,365,208,128,24,5,0,0,179,90,47,0,53,125,89,90,8,40.392922,-79.024456
Pennsylvania,York,2005,364,186,124,47,7,0,0,179,108,50,0,101,138,50,71,4,39.8751,-76.912256
Puerto Rico,Adjuntas,2005,107,100,7,0,0,0,0,65,49,20,0,0,0,0,107,0,18.175378,-66.725988
Puerto Rico,Bayamon,2005,364,351,12,1,0,0,0,103,34,13,0,0,0,260,92,12,18.420089,-66.150615
Puerto Rico,Catano,2005,365,329,35,1,0,0,0,106,49,26,0,32,32,87,0,214,18.440774,-66.126531
Puerto Rico,Fajardo,2005,349,328,21,0,0,0,0,84,42,19,0,0,0,0,138,211,18.383983,-65.618888
Puerto Rico,Guayama,2005,340,327,13,0,0,0,0,74,32,7,0,0,0,221,65,54,17.955378,-66.162122
Puerto Rico,Guaynabo,2005,362,299,63,0,0,0,0,87,57,35,0,0,0,0,195,167,18.422595,-66.120012
Puerto Rico,Mayagnez,2005,106,89,17,0,0,0,0,83,56,24,0,0,0,0,106,0,18.216038,-67.144107
Puerto Rico,Ponce,2005,106,76,30,0,0,0,0,77,60,37,0,0,0,0,51,55,18.009558,-66.627249
Puerto Rico,San Juan,2005,365,314,51,0,0,0,0,81,53,32,112,1,0,0,179,73,18.449814,-66.05251
Rhode Island,Kent,2005,223,168,39,11,5,0,0,182,87,41,0,0,168,0,46,9,41.615237,-71.72
Rhode Island,Providence,2005,365,217,135,10,3,0,0,174,77,45,1,48,89,35,191,1,41.841039,-71.36097
Rhode Island,Washington,2005,179,129,31,14,5,0,0,169,105,44,0,0,179,0,0,0,41.377434,-71.524337
South Carolina,Aiken,2005,363,244,103,16,0,0,0,140,86,38,0,93,178,0,91,1,33.342226,-81.788731
South Carolina,Anderson,2005,254,157,78,19,0,0,0,147,97,45,0,0,211,43,0,0,34.635958,-82.810667
South Carolina,Berkeley,2005,341,298,40,3,0,0,0,126,58,34,0,0,341,0,0,0,33.183016,-80.030712
South Carolina,Charleston,2005,365,165,184,16,0,0,0,140,80,53,0,3,95,13,253,1,32.790984,-79.958694
South Carolina,Chesterfield,2005,353,244,96,13,0,0,0,143,80,43,0,0,278,0,75,0,34.615367,-80.198787
South Carolina,Darlington,2005,306,228,60,17,1,0,0,151,80,41,0,0,306,0,0,0,34.285696,-79.744859
South Carolina,Edgefield,2005,332,239,87,6,0,0,0,140,72,40,0,0,250,0,82,0,33.739963,-81.853635
South Carolina,Florence,2005,112,59,51,2,0,0,0,105,74,47,0,0,0,0,112,0,34.1675,-79.56266
South Carolina,Greenville,2005,365,123,230,11,1,0,0,153,83,58,0,21,0,5,338,1,34.751848,-82.256701
South Carolina,Horry,2005,119,64,54,1,0,0,0,121,72,49,0,0,0,0,119,0,33.8005,-78.9941
South Carolina,Lexington,2005,365,201,149,15,0,0,0,127,81,46,0,0,0,84,79,202,33.969145,-81.06629
South Carolina,Oconee,2005,362,272,81,8,1,0,0,156,71,42,0,0,314,4,44,0,34.805261,-83.2377
South Carolina,Richland,2005,365,130,210,21,4,0,0,177,95,56,0,2,129,20,208,6,34.131262,-80.868318
South Carolina,Spartanburg,2005,354,148,174,30,2,0,0,151,97,55,0,0,117,0,233,4,34.955566,-81.924797
South Carolina,York,2005,244,175,53,15,1,0,0,151,84,42,0,0,224,0,0,20,34.9127,-80.8745
South Dakota,Brookings,2005,136,109,27,0,0,0,0,83,60,29,0,0,0,0,106,30,44.348604,-96.807299
South Dakota,Brown,2005,122,100,22,0,0,0,0,81,61,33,0,0,0,0,119,3,45.468596,-98.494061
South Dakota,Codington,2005,123,85,38,0,0,0,0,82,68,36,0,0,0,0,119,4,44.89965,-97.128802
South Dakota,Custer,2005,364,291,70,3,0,0,0,122,64,43,0,0,357,0,7,0,43.55764,-103.48386
South Dakota,Jackson,2005,365,316,46,3,0,0,0,101,58,39,0,1,350,0,12,2,43.74561,-101.941218
South Dakota,Meade,2005,118,118,0,0,0,0,0,48,23,13,0,0,0,0,0,118,44.155636,-103.315765
South Dakota,Minnehaha,2005,365,284,79,2,0,0,0,105,67,38,0,15,260,8,72,10,43.54792,-96.700769
South Dakota,Pennington,2005,363,265,96,2,0,0,0,119,63,42,0,0,130,0,48,185,44.087397,-103.273777
Tennessee,Anderson,2005,241,143,75,21,2,0,0,161,100,48,0,0,241,0,0,0,35.964969,-84.22317
Tennessee,Blount,2005,365,82,175,102,6,0,0,170,123,77,0,0,159,175,31,0,35.603056,-83.783611
Tennessee,Claiborne,2005,234,176,50,8,0,0,0,133,77,41,0,0,234,0,0,0,36.46983,-83.826511
Tennessee,Davidson,2005,365,109,227,28,1,0,0,172,97,58,1,8,57,1,298,0,36.1424,-86.7341
Tennessee,DeKalb,2005,357,287,64,6,0,0,0,119,71,39,0,0,357,0,0,0,36.0388,-85.7331
Tennessee,Dyer,2005,111,50,59,2,0,0,0,131,76,52,0,0,0,0,111,0,36.05266,-89.382157
Tennessee,Hamilton,2005,286,129,129,26,2,0,0,185,100,54,0,0,191,0,94,1,35.102638,-85.162194
Tennessee,Jefferson,2005,240,120,87,30,3,0,0,200,112,51,0,0,240,0,0,0,36.105629,-83.602077
Tennessee,Knox,2005,365,118,207,36,4,0,0,166,101,59,0,0,148,0,216,1,36.019186,-83.87381
Tennessee,Lawrence,2005,118,67,48,3,0,0,0,109,73,45,0,0,0,0,118,0,35.116878,-87.419725
Tennessee,Loudon,2005,282,120,116,45,1,0,0,156,115,58,0,0,207,0,75,0,35.721095,-84.343035
Tennessee,Madison,2005,104,79,25,0,0,0,0,78,58,34,0,0,0,0,73,31,35.705319,-88.81964
Tennessee,Maury,2005,116,56,57,2,1,0,0,154,76,51,0,0,0,0,116,0,35.65188,-87.0096
Tennessee,McMinn,2005,358,257,88,13,0,0,0,130,74,29,0,144,0,112,91,11,35.450115,-84.596195
Tennessee,Montgomery,2005,365,215,131,18,1,0,0,153,90,46,0,0,196,86,83,0,36.611411,-87.384666
Tennessee,Putnam,2005,121,58,58,4,1,0,0,152,79,52,0,0,0,0,121,0,36.185702,-85.492107
Tennessee,Roane,2005,360,282,76,2,0,0,0,146,66,13,0,0,0,245,110,5,35.939078,-84.542802
Tennessee,Sevier,2005,361,204,125,29,3,0,0,156,100,47,0,0,361,0,0,0,35.562872,-83.497941
Tennessee,Shelby,2005,365,86,204,68,7,0,0,200,116,67,0,0,111,40,212,2,35.378153,-89.83447
Tennessee,Sullivan,2005,365,121,145,92,7,0,0,171,122,67,1,24,111,183,46,0,36.513026,-82.550498
Tennessee,Sumner,2005,285,115,135,31,4,0,0,179,105,54,0,0,211,0,74,0,36.29756,-86.653137
Tennessee,Williamson,2005,235,138,78,19,0,0,0,129,97,47,0,0,235,0,0,0,35.949765,-87.138246
Tennessee,Wilson,2005,236,154,61,20,1,0,0,154,100,46,0,0,236,0,0,0,36.060895,-86.286291
Texas,Bexar,2005,365,198,140,23,4,0,0,164,93,49,0,35,191,0,138,1,29.635,-98.4177
Texas,Bowie,2005,117,66,50,1,0,0,0,101,73,47,0,0,0,0,117,0,33.436111,-94.07778
Texas,Brazoria,2005,360,249,72,27,12,0,0,187,105,38,0,44,316,0,0,0,29.043759,-95.472946
Texas,Brewster,2005,341,279,61,1,0,0,0,101,58,41,0,0,323,0,18,0,29.30265,-103.17781
Texas,Cameron,2005,360,220,136,4,0,0,0,133,71,46,0,0,97,0,261,2,26.0711,-97.1577
Texas,Collin,2005,363,248,68,37,10,0,0,177,112,42,0,0,363,0,0,0,33.136025,-96.824473
Texas,Culberson,2005,114,110,4,0,0,0,0,76,31,16,0,0,0,0,114,0,31.83345,-104.810224
Texas,Dallas,2005,365,148,147,52,18,0,0,197,126,55,0,36,164,0,162,3,32.92118,-96.75355
Texas,Denton,2005,364,203,107,41,12,1,0,203,119,47,0,16,234,0,114,0,33.410648,-96.94459
Texas,Ector,2005,365,308,57,0,0,0,0,85,54,31,0,0,0,0,365,0,31.870259,-102.334745
Texas,El Paso,2005,365,90,233,37,5,0,0,185,104,62,1,16,137,1,152,58,31.86247,-106.5473
Texas,Ellis,2005,365,153,171,40,1,0,0,172,101,54,0,17,125,84,139,0,32.175417,-96.870189
Texas,Galveston,2005,357,209,133,13,2,0,0,156,80,48,0,6,144,30,177,0,29.254474,-94.861289
Texas,Gregg,2005,364,230,100,30,4,0,0,172,100,42,0,15,303,18,28,0,32.378696,-94.711813
Texas,Harris,2005,363,46,220,59,32,6,0,214,154,67,0,13,126,45,160,19,29.7216,-95.49265
Texas,Harrison,2005,362,189,151,21,1,0,0,154,92,49,0,0,186,0,176,0,32.470228,-94.481595
Texas,Hidalgo,2005,365,219,139,7,0,0,0,122,75,46,0,0,114,0,245,6,26.288622,-98.152066
Texas,Hood,2005,364,262,76,23,3,0,0,174,87,40,0,0,364,0,0,0,32.442304,-97.803529
Texas,Hunt,2005,364,256,79,29,0,0,0,143,93,41,0,20,344,0,0,0,33.153088,-96.115572
Texas,Jefferson,2005,353,97,192,59,4,1,0,204,114,64,0,3,133,91,126,0,29.8442,-93.9652
Texas,Johnson,2005,360,251,75,27,7,0,0,172,100,40,0,0,360,0,0,0,32.469701,-97.169271
Texas,Kaufman,2005,361,208,130,22,1,0,0,172,90,47,0,5,207,1,148,0,32.731919,-96.317911
Texas,Kleberg,2005,346,257,87,2,0,0,0,114,60,39,0,0,0,0,346,0,27.426981,-97.298692
Texas,Lubbock,2005,171,130,41,0,0,0,0,81,56,33,0,0,0,0,171,0,33.58553,-101.78698
Texas,Maverick,2005,129,97,32,0,0,0,0,84,57,35,0,0,0,0,129,0,28.704607,-100.451156
Texas,Montgomery,2005,354,181,149,22,1,1,0,219,87,50,0,2,173,0,179,0,30.350302,-95.425128
Texas,Nueces,2005,365,226,137,2,0,0,0,113,71,46,0,0,119,15,229,2,27.811817,-97.465703
Texas,Orange,2005,346,183,145,18,0,0,0,150,87,49,0,5,124,0,217,0,30.194167,-93.866944
Texas,Parker,2005,361,258,74,21,7,1,0,205,90,42,0,0,361,0,0,0,32.868773,-97.905931
Texas,Polk,2005,316,263,46,7,0,0,0,115,64,39,0,0,316,0,0,0,30.7017,-94.6742
Texas,Potter,2005,363,335,28,0,0,0,0,72,46,25,0,0,0,0,363,0,35.3165,-101.7418
Texas,Rockwall,2005,357,257,69,31,0,0,0,143,97,39,0,0,357,0,0,0,32.936523,-96.459211
Texas,Smith,2005,365,247,86,31,1,0,0,156,100,43,0,7,358,0,0,0,32.344027,-95.415754
Texas,Tarrant,2005,365,147,151,43,21,3,0,213,133,56,0,17,187,0,161,0,32.65637,-97.088598
Texas,Travis,2005,365,216,132,14,3,0,0,156,90,46,0,6,198,0,161,0,30.35386,-97.69166
Texas,Victoria,2005,357,294,57,6,0,0,0,147,67,34,0,0,357,0,0,0,28.836214,-97.005525
Texas,Webb,2005,365,244,118,3,0,0,0,104,64,44,3,0,119,0,216,27,27.599444,-99.533333
Utah,Box Elder,2005,304,201,83,18,2,0,0,159,84,46,0,0,256,0,48,0,41.945874,-112.233973
Utah,Cache,2005,365,221,106,25,13,0,0,167,104,47,0,80,144,0,137,4,41.842649,-111.852199
