State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Latitude,Longitude
Virgin Islands,St Croix,2014,47,25,22,0,0,0,0,93,68,46,0,0,0,0,18,29,17.712474,-64.784868
Virgin Islands,St John,2014,110,102,8,0,0,0,0,77,49,22,0,0,0,0,110,0,18.334399,-64.795972
Virginia,Albemarle,2014,364,320,44,0,0,0,0,77,52,35,0,0,108,0,256,0,38.07657,-78.50397
Virginia,Arlington,2014,363,308,50,4,1,0,0,154,58,38,0,123,188,0,52,0,38.8577,-77.05922
Virginia,Bristol City,2014,119,103,16,0,0,0,0,67,54,35,0,0,0,0,119,0,36.608,-82.1641
Virginia,Caroline,2014,184,163,21,0,0,0,0,84,51,42,0,0,184,0,0,0,38.20087,-77.37742
Virginia,Carroll,2014,58,58,0,0,0,0,0,18,16,9,0,0,0,0,0,58,36.70067,-80.87978
Virginia,Charles,2014,349,318,29,2,0,0,0,122,50,35,0,95,180,15,59,0,37.34438,-77.25925
Virginia,Chesterfield,2014,241,207,34,0,0,0,0,90,54,39,0,0,168,0,73,0,37.35748,-77.59355
Virginia,Fairfax,2014,364,294,69,1,0,0,0,105,57,41,0,0,167,1,196,0,38.76835,-77.18347
Virginia,Fauquier,2014,211,201,10,0,0,0,0,71,46,36,0,0,211,0,0,0,38.47367,-77.76772
Virginia,Frederick,2014,362,282,80,0,0,0,0,92,58,39,0,0,153,0,209,0,39.28102,-78.08157
Virginia,Giles,2014,354,323,31,0,0,0,0,90,50,39,0,0,354,0,0,0,37.3232,-80.4572
Virginia,Hampton City,2014,363,296,67,0,0,0,0,97,54,38,0,13,189,10,151,0,37.103733,-76.387017
Virginia,Hanover,2014,200,175,25,0,0,0,0,93,54,42,0,0,200,0,0,0,37.60613,-77.2188
Virginia,Henrico,2014,365,289,76,0,0,0,0,84,56,40,0,18,160,0,187,0,37.67132,-77.5664
Virginia,Hopewell City,2014,59,59,0,0,0,0,0,27,18,10,0,0,0,0,0,59,37.289616,-77.291816
Virginia,Loudoun,2014,355,303,51,1,0,0,0,105,55,38,0,100,198,0,57,0,39.02473,-77.48925
Virginia,Lynchburg City,2014,115,101,14,0,0,0,0,63,53,30,0,0,0,0,115,0,37.332706,-79.215011
Virginia,Madison,2014,360,319,41,0,0,0,0,80,51,42,0,0,339,0,21,0,38.5231,-78.43471
Virginia,Norfolk City,2014,365,339,26,0,0,0,0,71,44,22,8,220,0,36,100,1,36.85555,-76.30135
Virginia,Prince Edward,2014,336,316,20,0,0,0,0,87,48,35,0,0,336,0,0,0,37.1655,-78.3069
Virginia,Prince William,2014,363,332,30,1,0,0,0,119,49,30,0,150,213,0,0,0,38.85287,-77.63462
Virginia,Richmond City,2014,361,360,1,0,0,0,0,51,34,20,99,262,0,0,0,0,37.59088,-77.46925
Virginia,Roanoke,2014,365,295,69,1,0,0,0,108,55,39,1,17,140,0,207,0,37.28342,-79.88452
Virginia,Rockbridge,2014,262,236,26,0,0,0,0,74,50,35,0,0,194,0,68,0,37.62668,-79.51257
Virginia,Rockingham,2014,361,326,35,0,0,0,0,86,50,36,0,116,193,0,52,0,38.47753,-78.81952
Virginia,Salem City,2014,120,97,23,0,0,0,0,63,54,33,0,0,0,0,120,0,37.297883,-80.081017
Virginia,Stafford,2014,214,190,23,1,0,0,0,108,54,41,0,0,214,0,0,0,38.48123,-77.3704
Virginia,Suffolk City,2014,214,183,31,0,0,0,0,84,54,40,0,0,214,0,0,0,36.66525,-76.73078
Virginia,Virginia Beach City,2014,362,306,56,0,0,0,0,87,55,29,0,0,0,0,362,0,36.841883,-76.181233
Virginia,Winchester City,2014,61,61,0,0,0,0,0,18,14,8,0,0,0,0,0,61,39.18397,-78.16308
Virginia,Wythe,2014,213,193,20,0,0,0,0,87,50,40,0,0,213,0,0,0,36.89117,-81.25423
Washington,Adams,2014,346,335,11,0,0,0,0,73,33,15,0,0,0,0,346,0,47.12,-118.3819
Washington,Asotin,2014,290,250,37,3,0,0,0,128,56,25,0,0,0,0,290,0,46.425416,-117.060445
Washington,Benton,2014,348,321,26,1,0,0,0,131,45,20,0,0,0,0,208,140,46.204582,-119.243743
Washington,Chelan,2014,362,275,79,6,2,0,0,153,64,25,0,0,0,0,362,0,47.334444,-120.095556
Washington,Clallam,2014,365,320,44,1,0,0,0,101,52,38,0,0,218,0,147,0,48.006295,-122.973953
Washington,Clark,2014,365,300,60,5,0,0,0,133,58,32,0,0,129,0,236,0,45.64336,-122.58737
Washington,Columbia,2014,347,336,11,0,0,0,0,72,37,16,0,0,0,0,347,0,46.318,-117.985
Washington,Cowlitz,2014,323,309,14,0,0,0,0,84,42,21,0,0,0,0,323,0,46.139444,-122.961944
Washington,Franklin,2014,311,296,15,0,0,0,0,81,40,19,0,0,0,0,311,0,46.5754,-119.0021
Washington,Grant,2014,365,337,27,1,0,0,0,118,46,20,0,0,0,0,365,0,47.241153,-119.847824
Washington,Grays Harbor,2014,365,342,23,0,0,0,0,68,40,20,0,0,0,0,365,0,46.97228,-123.83173
Washington,Jefferson,2014,342,325,17,0,0,0,0,64,40,20,0,0,0,0,342,0,48.12919,-122.77897
Washington,King,2014,365,259,103,3,0,0,0,150,67,41,0,91,115,0,159,0,47.386111,-122.230278
Washington,Kitsap,2014,362,354,8,0,0,0,0,70,34,17,0,0,0,0,362,0,47.592675,-122.627397
Washington,Kittitas,2014,323,290,32,0,1,0,0,165,51,15,0,0,0,0,323,0,47.399815,-121.427096
Washington,Klickitat,2014,118,116,2,0,0,0,0,72,30,16,0,0,0,0,118,0,45.735931,-121.488398
Washington,Lewis,2014,365,342,23,0,0,0,0,75,45,23,0,0,0,0,365,0,46.624184,-121.388064
Washington,Mason,2014,365,343,22,0,0,0,0,77,42,20,0,0,0,0,365,0,47.21355,-123.10081
Washington,Okanogan,2014,356,239,108,7,2,0,0,154,76,33,0,0,0,0,356,0,48.354124,-120.105116
Washington,Pierce,2014,365,293,70,2,0,0,0,114,64,40,0,0,195,0,170,0,47.14,-122.3003
Washington,Skagit,2014,365,352,13,0,0,0,0,74,43,32,0,1,238,0,126,0,48.4102,-122.3376
Washington,Snohomish,2014,365,297,64,4,0,0,0,133,67,29,0,0,0,0,365,0,48.054315,-122.171529
Washington,Spokane,2014,365,285,78,2,0,0,0,105,60,37,6,0,119,0,186,54,47.69978,-117.42635
Washington,Stevens,2014,365,263,98,3,1,0,0,154,64,30,0,0,0,0,290,75,48.544448,-117.903425
Washington,Thurston,2014,363,319,44,0,0,0,0,94,54,29,0,0,135,0,228,0,47.029396,-122.821548
Washington,Walla Walla,2014,319,304,15,0,0,0,0,67,38,17,0,0,0,0,319,0,46.199901,-119.008329
Washington,Whatcom,2014,339,302,37,0,0,0,0,79,52,31,0,0,84,0,255,0,48.73142,-121.065815
Washington,Whitman,2014,363,342,21,0,0,0,0,95,40,19,0,0,0,0,363,0,47.23136,-117.36856
Washington,Yakima,2014,365,270,86,7,2,0,0,156,67,30,0,0,0,0,364,1,46.37543,-120.72932
West Virginia,Berkeley,2014,250,202,48,0,0,0,0,90,58,42,0,0,181,0,69,0,39.448105,-77.963845
West Virginia,Brooke,2014,365,306,56,3,0,0,0,138,57,22,2,0,0,176,113,74,40.240877,-80.65033
West Virginia,Cabell,2014,348,304,43,1,0,0,0,101,54,34,0,0,180,85,83,0,38.410242,-82.432436
West Virginia,Gilmer,2014,358,348,10,0,0,0,0,93,44,31,0,0,358,0,0,0,38.8795,-80.8477
West Virginia,Greenbrier,2014,211,185,26,0,0,0,0,93,54,41,0,0,211,0,0,0,37.908533,-80.632633
West Virginia,Hancock,2014,365,302,62,1,0,0,0,112,60,36,0,0,172,108,68,17,40.618353,-80.540616
West Virginia,Harrison,2014,120,95,25,0,0,0,0,72,54,33,0,0,0,0,120,0,39.278117,-80.34225
West Virginia,Kanawha,2014,365,296,69,0,0,0,0,100,59,37,0,0,177,46,77,65,38.366183,-81.693717
West Virginia,Marion,2014,119,89,30,0,0,0,0,68,57,38,0,0,0,0,119,0,39.481483,-80.134667
West Virginia,Marshall,2014,365,212,153,0,0,0,0,82,66,45,0,0,0,24,341,0,39.915961,-80.733858
West Virginia,Monongalia,2014,363,323,40,0,0,0,0,90,51,33,0,0,186,102,75,0,39.649367,-79.920867
West Virginia,Ohio,2014,258,194,63,1,0,0,0,120,62,42,0,0,183,0,75,0,40.114876,-80.700972
West Virginia,Tucker,2014,361,338,23,0,0,0,0,90,49,36,0,0,344,0,17,0,39.0905,-79.6617
West Virginia,Wood,2014,359,303,56,0,0,0,0,100,54,36,0,0,175,116,68,0,39.323533,-81.552367
Wisconsin,Ashland,2014,354,345,9,0,0,0,0,84,44,32,0,0,337,0,17,0,46.602248,-90.656141
Wisconsin,Brown,2014,365,248,110,7,0,0,0,119,69,41,0,0,126,43,196,0,44.53098,-87.90799
Wisconsin,Columbia,2014,203,176,25,2,0,0,0,112,54,40,0,0,203,0,0,0,43.3156,-89.1089
Wisconsin,Dane,2014,365,259,104,2,0,0,0,112,64,41,0,0,150,0,213,2,43.0733,-89.4358
Wisconsin,Dodge,2014,365,280,80,5,0,0,0,108,61,40,0,0,247,0,117,1,43.466111,-88.621111
Wisconsin,Door,2014,189,163,24,2,0,0,0,133,67,37,0,0,189,0,0,0,45.2384,-86.994
Wisconsin,Eau Claire,2014,354,308,46,0,0,0,0,93,52,35,0,0,205,0,149,0,44.7614,-91.143
Wisconsin,Fond du Lac,2014,194,165,27,2,0,0,0,105,58,40,0,0,194,0,0,0,43.687402,-88.422045
Wisconsin,Forest,2014,364,333,31,0,0,0,0,87,49,35,0,0,294,5,65,0,45.565,-88.8086
Wisconsin,Grant,2014,361,293,67,1,0,0,0,109,57,30,0,0,0,0,361,0,42.6938,-90.6979
Wisconsin,Jefferson,2014,195,161,30,4,0,0,0,126,64,42,0,0,195,0,0,0,43.0034,-88.8283
Wisconsin,Kenosha,2014,363,223,130,10,0,0,0,136,73,44,0,0,181,0,182,0,42.5958,-87.8858
Wisconsin,Kewaunee,2014,202,176,25,1,0,0,0,129,54,39,0,0,202,0,0,0,44.44312,-87.50524
Wisconsin,La Crosse,2014,358,310,48,0,0,0,0,98,55,37,0,0,197,0,161,0,43.7775,-91.2269
Wisconsin,Manitowoc,2014,201,180,20,1,0,0,0,119,51,38,0,0,201,0,0,0,44.138619,-87.6161
Wisconsin,Marathon,2014,194,179,14,1,0,0,0,101,49,38,0,0,194,0,0,0,44.70735,-89.77183
Wisconsin,Milwaukee,2014,365,234,126,5,0,0,0,129,71,44,0,18,145,0,200,2,43.1818,-87.901
Wisconsin,Oneida,2014,361,289,31,39,2,0,0,159,105,4,0,0,0,361,0,0,45.64505,-89.41848
Wisconsin,Outagamie,2014,365,257,105,3,0,0,0,111,63,41,0,0,149,0,216,0,44.289283,-88.252186
Wisconsin,Ozaukee,2014,358,290,62,6,0,0,0,119,62,37,0,0,187,0,171,0,43.4981,-87.81
Wisconsin,Rock,2014,195,162,28,5,0,0,0,119,61,40,0,0,195,0,0,0,42.51831,-89.06347
Wisconsin,Sauk,2014,365,306,56,3,0,0,0,115,54,36,0,0,169,0,193,3,43.4351,-89.6797
Wisconsin,Sheboygan,2014,201,161,35,5,0,0,0,129,71,41,0,0,201,0,0,0,43.815596,-87.792235
Wisconsin,Taylor,2014,365,322,43,0,0,0,0,93,53,36,0,0,276,0,89,0,45.2066,-90.5969
Wisconsin,Vilas,2014,208,190,17,1,0,0,0,112,48,35,0,0,180,0,28,0,46.0519,-89.654
Wisconsin,Walworth,2014,193,159,30,4,0,0,0,140,61,40,0,0,193,0,0,0,42.662178,-88.487106
Wisconsin,Waukesha,2014,356,258,95,3,0,0,0,112,64,41,0,0,120,0,235,1,43.020075,-88.21507
Wyoming,Albany,2014,365,282,83,0,0,0,0,93,64,46,0,0,319,0,6,40,41.3642,-106.2399
Wyoming,Big Horn,2014,352,325,27,0,0,0,0,71,49,40,0,0,304,0,43,5,44.28,-108.041111
Wyoming,Campbell,2014,365,262,102,1,0,0,0,109,58,44,0,60,160,5,24,116,44.295496,-105.368761
Wyoming,Carbon,2014,365,316,42,3,4,0,0,200,55,43,0,5,341,14,0,5,41.784944,-107.114472
Wyoming,Converse,2014,365,309,56,0,0,0,0,87,54,42,0,6,304,0,2,53,43.46917,-105.34944
Wyoming,Fremont,2014,365,304,60,1,0,0,0,105,54,44,0,0,343,0,22,0,42.842168,-108.736281
Wyoming,Johnson,2014,114,112,2,0,0,0,0,64,19,6,0,0,0,0,114,0,43.87483,-106.50974
Wyoming,Laramie,2014,364,291,73,0,0,0,0,97,61,44,0,10,319,0,32,3,41.182227,-104.778334
Wyoming,Lincoln,2014,365,358,7,0,0,0,0,69,31,14,0,0,0,0,0,365,41.7575,-110.57833
Wyoming,Natrona,2014,365,329,36,0,0,0,0,77,50,41,0,14,328,18,5,0,42.8608,-106.23586
Wyoming,Park,2014,122,117,5,0,0,0,0,54,33,12,0,0,0,0,102,20,44.744723,-109.382366
Wyoming,Platte,2014,60,58,2,0,0,0,0,88,35,17,0,0,0,0,0,60,42.112266,-104.86819
Wyoming,Sheridan,2014,365,343,22,0,0,0,0,82,47,38,0,0,295,0,34,36,44.78275,-106.96432
Wyoming,Sublette,2014,365,286,79,0,0,0,0,100,61,45,0,0,354,0,11,0,42.9288,-109.788
Wyoming,Sweetwater,2014,365,246,111,6,2,0,0,197,71,46,0,0,301,3,2,59,41.76306,-108.73444
Wyoming,Teton,2014,365,320,45,0,0,0,0,97,51,42,0,0,360,0,4,1,44.565217,-110.400996
Wyoming,Uinta,2014,365,331,34,0,0,0,0,77,50,42,0,2,359,0,0,4,41.408699,-110.702153
Wyoming,Weston,2014,365,331,34,0,0,0,0,77,50,41,0,0,356,9,0,0,43.84539,-104.20512
Alabama,Baldwin,2015,264,230,33,1,0,0,0,129,53,38,0,0,189,0,75,0,30.497478,-87.880258
Alabama,Clay,2015,112,101,11,0,0,0,0,91,50,32,0,0,0,0,112,0,33.284928,-85.803608
Alabama,DeKalb,2015,363,319,43,1,0,0,0,101,52,37,0,0,307,0,56,0,34.289001,-85.970065
Alabama,Elmore,2015,233,223,9,1,0,0,0,115,47,35,0,0,233,0,0,0,32.53568,-86.255193
Alabama,Etowah,2015,365,221,137,4,3,0,0,170,64,46,0,0,119,0,246,0,33.904039,-86.053867
Alabama,Jefferson,2015,365,203,157,5,0,0,0,147,70,48,0,11,106,6,239,3,33.565278,-86.796389
Alabama,Lawrence,2015,114,105,9,0,0,0,0,71,48,27,0,0,0,0,114,0,34.342904,-87.33973
Alabama,Madison,2015,333,288,45,0,0,0,0,87,54,38,0,0,215,0,63,55,34.772727,-86.756174
Alabama,Mobile,2015,363,274,88,1,0,0,0,105,58,40,0,0,140,0,223,0,30.474305,-88.141022
Alabama,Montgomery,2015,359,227,131,1,0,0,0,115,61,45,0,0,112,0,247,0,32.412811,-86.263394
Alabama,Morgan,2015,365,302,63,0,0,0,0,92,56,38,0,0,164,0,201,0,34.530717,-86.967536
Alabama,Russell,2015,337,196,139,2,0,0,0,141,65,47,0,0,76,0,261,0,32.437028,-84.999653
Alabama,Shelby,2015,257,219,36,2,0,0,0,115,57,39,0,0,225,0,32,0,33.0928,-86.8072
Alabama,Sumter,2015,314,233,80,1,0,0,0,107,57,40,0,0,134,0,180,0,32.362606,-88.277992
Alabama,Tuscaloosa,2015,357,193,164,0,0,0,0,89,63,49,0,0,50,0,307,0,33.089772,-87.459733
Alaska,Aleutians East ,2015,117,117,0,0,0,0,0,33,21,10,0,0,0,0,117,0,55.324675,-160.508331
Alaska,Anchorage ,2015,361,301,60,0,0,0,0,76,56,28,3,0,0,0,263,95,61.3267,-149.569707
Alaska,Denali ,2015,363,356,7,0,0,0,0,89,44,34,0,0,357,0,6,0,63.7232,-148.9676
Alaska,Fairbanks North Star ,2015,365,169,133,20,40,3,0,238,153,54,0,3,84,2,268,8,64.839846,-147.653858
Alaska,Juneau ,2015,351,296,55,0,0,0,0,91,56,21,0,0,0,0,349,2,58.388497,-134.567237
Alaska,Kenai Peninsula ,2015,40,40,0,0,0,0,0,17,10,5,0,0,0,0,40,0,60.012315,-151.711491
Alaska,Matanuska-Susitna ,2015,365,286,68,10,1,0,0,154,75,29,0,0,190,0,137,38,62.314754,-150.317909
Arizona,Apache,2015,361,361,0,0,0,0,0,35,19,11,0,0,0,0,52,309,34.058475,-109.441259
Arizona,Cochise,2015,365,282,83,0,0,0,0,90,64,44,0,0,332,0,10,23,32.00941,-109.38906
Arizona,Coconino,2015,365,260,101,4,0,0,0,108,71,44,0,0,359,0,6,0,35.225136,-111.607603
Arizona,Gila,2015,365,83,155,98,29,0,0,200,135,84,0,0,91,248,2,24,33.419017,-110.82967
Arizona,La Paz,2015,360,273,84,3,0,0,0,108,67,42,0,9,292,8,13,38,34.2439,-113.5586
Arizona,Maricopa,2015,365,85,244,36,0,0,0,147,100,64,0,25,219,0,89,32,33.503833,-112.095767
Arizona,Mohave,2015,364,354,10,0,0,0,0,58,32,17,0,0,0,0,41,323,36.019302,-114.069205
Arizona,Navajo,2015,365,317,48,0,0,0,0,100,54,39,0,0,320,0,9,36,33.85815,-109.97029
Arizona,Pima,2015,365,247,117,1,0,0,0,101,71,45,0,2,281,0,16,66,32.248712,-111.218494
Arizona,Pinal,2015,365,105,214,33,3,0,10,881,108,63,0,0,140,0,38,187,33.293465,-111.285594
Arizona,Santa Cruz,2015,365,294,68,3,0,0,0,135,60,30,0,0,0,0,264,101,31.33745,-110.93715
Arizona,Yavapai,2015,300,235,65,0,0,0,0,100,64,41,0,0,275,0,25,0,34.340556,-111.683923
Arizona,Yuma,2015,365,260,91,13,0,1,0,266,77,43,0,0,212,0,20,133,32.690278,-114.61444
Arkansas,Arkansas,2015,116,88,28,0,0,0,0,71,58,34,0,0,0,0,116,0,34.518515,-91.55896
Arkansas,Ashley,2015,116,92,24,0,0,0,0,73,56,31,0,0,0,0,116,0,33.139471,-91.939208
Arkansas,Clark,2015,320,305,15,0,0,0,0,87,45,33,0,0,320,0,0,0,34.1795,-93.0988
Arkansas,Crittenden,2015,365,308,56,1,0,0,0,101,58,36,0,23,291,0,51,0,35.197288,-90.193141
Arkansas,Garland,2015,120,97,23,0,0,0,0,72,55,34,0,0,0,0,120,0,34.469441,-93.000178
Arkansas,Jackson,2015,119,96,23,0,0,0,0,64,55,31,0,0,0,0,119,0,35.637283,-91.188906
Arkansas,Newton,2015,365,341,24,0,0,0,0,90,47,35,0,0,340,0,25,0,35.825893,-93.203187
Arkansas,Polk,2015,361,313,47,1,0,0,0,101,53,38,0,0,312,0,49,0,34.454514,-94.143521
Arkansas,Pulaski,2015,365,233,132,0,0,0,0,100,66,44,0,6,147,0,212,0,34.681343,-92.328697
Arkansas,Union,2015,365,340,25,0,0,0,0,85,45,4,0,0,0,248,117,0,33.220563,-92.672263
Arkansas,Washington,2015,365,328,37,0,0,0,0,90,51,37,0,0,325,0,40,0,36.011703,-94.167436
California,Alameda,2015,365,214,139,12,0,0,0,147,76,46,0,15,180,0,170,0,37.654456,-122.031547
California,Amador,2015,364,283,73,8,0,0,0,140,67,41,0,0,364,0,0,0,38.690662,-120.072754
California,Butte,2015,365,170,182,12,1,0,0,152,84,52,0,0,237,0,127,1,39.327563,-121.668811
California,Calaveras,2015,365,245,98,18,2,1,1,320,90,45,0,0,274,0,91,0,38.20185,-120.680277
California,Colusa,2015,365,229,130,4,2,0,0,191,70,46,0,0,154,0,208,3,39.18919,-121.99887
California,Contra Costa,2015,365,258,99,8,0,0,0,147,67,44,0,7,213,0,145,0,37.743649,-121.934188
California,Del Norte,2015,114,106,8,0,0,0,0,69,39,15,0,0,0,0,114,0,41.513803,-123.996283
California,El Dorado,2015,365,239,102,22,2,0,0,166,93,44,0,0,350,0,5,10,38.9248,-119.97
California,Fresno,2015,365,60,203,78,23,1,0,205,136,80,0,0,227,0,133,5,37.22064,-119.155557
California,Glenn,2015,365,257,108,0,0,0,0,93,67,44,0,0,243,0,99,23,39.53387,-122.190834
California,Humboldt,2015,365,310,55,0,0,0,0,90,54,36,0,0,183,0,176,6,41.191944,-123.690278
California,Imperial,2015,365,87,236,39,3,0,0,175,105,63,0,5,147,0,127,86,33.213611,-115.54528
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,0,29,50,37.155494,-118.293547
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,0,129,4,34.821922,-118.887598
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,0,131,37,36.31567,-119.643447
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,0,2,0,38.85022,-122.7362
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,0,149,2,34.813034,-118.884819
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,0,127,15,36.953256,-120.034203
California,Marin,2015,364,284,78,2,0,0,0,103,61,36,0,16,178,0,169,1,38.015136,-122.689531
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,0,29,9,37.748707,-119.587094
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,0,229,0,39.41174,-123.35264
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,0,147,1,37.30832,-120.480456
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,0,29,336,38.088023,-119.178069
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,0,80,25,36.694261,-121.623271
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,0,216,2,38.278849,-122.275024
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,0,8,0,39.32783,-120.184592
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,0,200,1,33.92513,-117.95264
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,0,151,0,38.867937,-121.338353
California,Plumas,2015,132,68,50,10,4,0,0,157,102,50,0,0,0,0,132,0,39.81336,-120.47069
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,0,107,64,33.61235,-114.60209
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,0,168,0,38.494475,-121.211131
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,0,23,1,36.48324,-121.15688
California,San Bernardino,2015,365,35,200,88,37,5,0,223,154,83,0,31,203,0,124,7,34.193925,-116.914063
California,San Diego,2015,365,91,233,40,1,0,0,155,102,61,0,8,208,0,147,2,32.70095,-117.144394
California,San Francisco,2015,365,300,65,0,0,0,0,100,56,35,0,68,164,0,133,0,37.765946,-122.399044
California,San Joaquin,2015,365,138,191,32,4,0,0,164,100,56,0,1,170,0,188,6,37.682635,-121.442495
California,San Luis Obispo,2015,365,163,197,5,0,0,0,126,80,53,0,0,191,0,148,26,35.00876,-120.59998
California,San Mateo,2015,364,326,37,1,0,0,0,101,51,32,0,40,230,0,94,0,37.482934,-122.20337
California,Santa Barbara,2015,365,249,115,1,0,0,0,101,67,45,0,3,251,0,106,5,34.733889,-120.008349
California,Santa Clara,2015,365,247,111,7,0,0,0,147,67,43,0,15,187,0,163,0,37.329841,-121.815438
California,Santa Cruz,2015,365,320,45,0,0,0,0,94,54,35,0,0,254,0,111,0,37.06315,-122.083092
California,Shasta,2015,365,256,96,12,1,0,0,156,84,44,0,0,354,0,11,0,40.53999,-121.57646
California,Siskiyou,2015,362,334,24,4,0,0,0,139,48,36,0,0,343,0,17,2,41.726892,-122.633579
California,Solano,2015,365,246,115,4,0,0,0,118,74,44,0,6,201,0,157,1,38.35655,-121.94986
California,Sonoma,2015,365,321,44,0,0,0,0,88,53,35,0,1,267,0,94,3,38.501112,-122.998181
California,Stanislaus,2015,365,127,190,43,5,0,0,187,112,59,0,0,202,0,154,9,37.488317,-120.836008
California,Sutter,2015,365,194,163,8,0,0,0,119,84,49,1,2,233,0,129,0,39.205572,-121.820362
California,Tehama,2015,365,231,115,18,1,0,0,153,87,45,0,0,311,0,52,2,40.17093,-122.25556
California,Trinity,2015,68,68,0,0,0,0,0,49,22,9,0,0,0,0,68,0,40.786247,-122.805707
California,Tulare,2015,365,50,217,78,20,0,0,170,143,78,0,0,206,0,154,5,36.031831,-119.055018
California,Tuolumne,2015,364,264,89,11,0,0,0,126,77,43,0,0,364,0,0,0,37.98178,-120.378551
California,Ventura,2015,365,183,169,13,0,0,0,126,84,50,0,4,226,0,131,4,34.25239,-119.143182
California,Yolo,2015,365,236,125,4,0,0,0,103,75,44,0,2,230,0,133,0,38.57146,-121.52579
Colorado,Adams,2015,364,270,91,3,0,0,0,115,64,45,0,133,206,0,6,19,39.838119,-104.94984
Colorado,Alamosa,2015,364,357,7,0,0,0,0,87,32,17,0,0,0,0,5,359,37.724919,-105.519073
Colorado,Arapahoe,2015,361,260,99,2,0,0,0,136,67,45,0,0,348,0,13,0,39.638522,-104.569335
Colorado,Archuleta,2015,348,342,6,0,0,0,0,74,30,17,0,0,0,0,0,348,37.205862,-107.254118
Colorado,Boulder,2015,365,265,93,7,0,0,0,129,69,44,0,0,335,0,28,2,40.012969,-105.267212
Colorado,Clear Creek,2015,295,182,107,6,0,0,0,140,74,48,0,0,295,0,0,0,39.794391,-105.76398
Colorado,Delta,2015,114,113,1,0,0,0,0,51,27,16,0,0,0,0,0,114,38.8764,-107.6023
Colorado,Denver,2015,365,166,190,9,0,0,0,146,77,52,0,141,128,0,94,2,39.7861,-104.9886
Colorado,Douglas,2015,362,251,100,9,2,0,0,169,77,44,0,0,351,0,11,0,39.534488,-105.070358
Colorado,El Paso,2015,365,272,91,2,0,0,0,105,64,44,1,0,330,28,6,0,38.848014,-104.828564
Colorado,Fremont,2015,57,57,0,0,0,0,0,37,22,11,0,0,0,0,0,57,38.43829,-105.24504
Colorado,Garfield,2015,365,265,90,10,0,0,0,133,67,45,0,0,363,0,2,0,39.53068,-107.78225
Colorado,Gunnison,2015,365,283,79,3,0,0,0,101,61,44,0,0,357,0,0,8,38.9564,-106.9858
Colorado,Jackson,2015,363,347,16,0,0,0,0,93,47,38,0,14,342,0,7,0,40.5383,-106.6766
Colorado,Jefferson,2015,365,244,104,15,2,0,0,164,84,45,0,0,365,0,0,0,39.620408,-105.33872
Colorado,La Plata,2015,365,271,92,2,0,0,0,108,64,43,0,2,363,0,0,0,37.10258,-107.870219
Colorado,Larimer,2015,365,198,150,16,1,0,0,161,80,49,0,0,322,0,43,0,40.57747,-105.07892
Colorado,Mesa,2015,365,253,109,3,0,0,0,105,67,45,0,0,291,0,74,0,39.130575,-108.313835
Colorado,Montezuma,2015,365,284,81,0,0,0,0,93,61,44,0,0,364,0,1,0,37.20006,-108.7331
Colorado,Pitkin,2015,124,122,2,0,0,0,0,55,28,11,0,0,0,0,34,90,39.19296,-106.82323
Colorado,Prowers,2015,351,339,9,1,0,2,0,299,34,14,0,0,0,0,0,351,38.084688,-102.618641
Colorado,Pueblo,2015,129,123,6,0,0,0,0,94,34,19,0,0,0,0,89,40,38.276099,-104.597613
Colorado,Rio Blanco,2015,365,302,63,0,0,0,0,100,58,43,0,0,321,0,44,0,39.9153,-107.6345
Colorado,Routt,2015,364,357,7,0,0,0,0,58,32,13,0,0,0,0,0,364,40.485201,-106.831625
Colorado,San Juan,2015,121,121,0,0,0,0,0,48,15,6,0,0,0,0,121,0,37.659409,-107.800541
Colorado,San Miguel,2015,236,188,47,1,0,0,0,105,58,44,0,0,173,0,0,63,37.937872,-107.813061
Colorado,Weld,2015,365,232,124,9,0,0,0,133,80,47,0,0,334,0,28,3,40.181625,-104.72613
