"","State","County","Median.AQI"
"1","Alabama","DeKalb",32
"2","Alabama","Jefferson",50
"3","Alaska","Denali ",39
"4","Arizona","Apache",11
"5","Arizona","Cochise",41
"6","Arizona","Coconino",41
"7","Arizona","Gila",44
"8","Arizona","La Paz",42
"9","Arizona","Maricopa",166
"10","Arizona","Mohave",12
"11","Arizona","Navajo",35
"12","Arizona","Pima",45
"13","Arizona","Pinal",47
"14","Arizona","Santa Cruz",47
"15","Arizona","Yavapai",44
"16","Arizona","Yuma",44
"17","Arkansas","Arkansas",28
"18","Arkansas","Ashley",30
"19","Arkansas","Clark",30
"20","Arkansas","Crittenden",33
"21","Arkansas","Garland",27
"22","Arkansas","Jackson",28
"23","Arkansas","Newton",34
"24","Arkansas","Polk",36
"25","Arkansas","Pulaski",40
"26","Arkansas","Union",32
"27","Arkansas","Washington",36
"28","California","Colusa",13
"29","California","Fresno",37
"30","California","Imperial",31
"31","California","Inyo",29
"32","California","Kern",92
"33","California","Kings",35
"34","California","Mariposa",40
"35","California","Merced",18
"36","California","Monterey",37
"37","California","Nevada",38
"38","California","Plumas",65
"39","California","Riverside",43
"40","California","Sacramento",53
"41","California","San Benito",37
"42","California","San Bernardino",40
"43","California","Santa Barbara",39
"44","California","Santa Cruz",36
"45","California","Shasta",39
"46","California","Solano",5
"47","California","Stanislaus",22
"48","California","Tehama",4
"49","California","Tulare",33
"50","California","Ventura",42
"51","California","Yolo",6
"52","Colorado","Adams",37
"53","Colorado","Arapahoe",35
"54","Colorado","Archuleta",35
"55","Colorado","Boulder",33
"56","Colorado","Clear Creek",45
"57","Colorado","Denver",43
"58","Colorado","Douglas",30
"59","Colorado","El Paso",39
"60","Colorado","Fremont",9
"61","Colorado","Garfield",36
"62","Colorado","Gilpin",42
"63","Colorado","Gunnison",44
"64","Colorado","Jefferson",41
"65","Colorado","La Plata",41
"66","Colorado","Larimer",45
"67","Colorado","Mesa",38
"68","Colorado","Montezuma",42
"69","Colorado","Pitkin",8
"70","Colorado","Prowers",14
"71","Colorado","Pueblo",16
"72","Colorado","Rio Blanco",39
"73","Colorado","Routt",14
"74","Colorado","San Miguel",6
"75","Colorado","Weld",31
"76","Connecticut","Windham",33
"77","Country Of Mexico","BAJA CALIFORNIA NORTE",80
"78","Florida","Indian River",38
"79","Florida","Liberty",31
"80","Georgia","Bibb",29
"81","Georgia","Chatham",35
"82","Georgia","Clarke",34
"83","Georgia","Clayton",30
"84","Georgia","Cobb",36
"85","Georgia","Coffee",26
"86","Georgia","DeKalb",36
"87","Georgia","Dougherty",35
"88","Georgia","Floyd",22
"89","Georgia","Fulton",36
"90","Georgia","Glynn",31
"91","Georgia","Gwinnett",32
"92","Georgia","Hall",30
"93","Georgia","Henry",19
"94","Georgia","Houston",35
"95","Georgia","Lowndes",31
"96","Georgia","Muscogee",34
"97","Georgia","Pike",34
"98","Georgia","Richmond",41
"99","Georgia","Rockdale",43
"100","Georgia","Sumter",42
"101","Georgia","Washington",32
"102","Hawaii","Hawaii",8
"103","Idaho","Butte",38
"104","Idaho","Idaho",34
"105","Idaho","Nez Perce",15
"106","Illinois","Adams",40
"107","Illinois","Champaign",37
"108","Illinois","Clark",32
"109","Illinois","Cook",54
"110","Illinois","DuPage",46
"111","Illinois","Effingham",38
"112","Illinois","Hamilton",37
"113","Illinois","Jersey",37
"114","Illinois","Jo Daviess",32
"115","Illinois","Kane",39
"116","Illinois","La Salle",1
"117","Illinois","Lake",41
"118","Illinois","Macon",39
"119","Illinois","Macoupin",6
"120","Illinois","Madison",48
"121","Illinois","McHenry",39
"122","Illinois","McLean",40
"123","Illinois","Monroe",3
"124","Illinois","Peoria",39
"125","Illinois","Randolph",37
"126","Illinois","Rock Island",38
"127","Illinois","Saint Clair",42
"128","Illinois","Sangamon",34
"129","Illinois","Tazewell",1
"130","Illinois","Wabash",1
"131","Illinois","Will",46
"132","Illinois","Winnebago",45
"133","Indiana","Allen",36
"134","Indiana","Bartholomew",38
"135","Indiana","Boone",30
"136","Indiana","Brown",35
"137","Indiana","Carroll",34
"138","Indiana","Clark",42
"139","Indiana","Delaware",37
"140","Indiana","Dubois",35
"141","Indiana","Elkhart",35
"142","Indiana","Floyd",31
"143","Indiana","Gibson",1
"144","Indiana","Greene",33
"145","Indiana","Hamilton",38
"146","Indiana","Hendricks",32
"147","Indiana","Henry",33
"148","Indiana","Howard",39
"149","Indiana","Knox",30
"150","Indiana","LaPorte",35
"151","Indiana","Lake",49
"152","Indiana","Madison",41
"153","Indiana","Marion",45
"154","Indiana","Monroe",31
"155","Indiana","Perry",31
"156","Indiana","Porter",38
"157","Indiana","Posey",28
"158","Indiana","Shelby",32
"159","Indiana","Spencer",30
"160","Indiana","St. Joseph",42
"161","Indiana","Tippecanoe",44
"162","Indiana","Vanderburgh",41
"163","Indiana","Vigo",38
"164","Indiana","Wabash",31
"165","Indiana","Warrick",31
"166","Indiana","Whitley",37
"167","Iowa","Black Hawk",41
"168","Iowa","Bremer",37
"169","Iowa","Cerro Gordo",16
"170","Iowa","Clinton",51
"171","Iowa","Harrison",39
"172","Iowa","Johnson",47
"173","Iowa","Lee",33
"174","Iowa","Linn",47
"175","Iowa","Montgomery",37
"176","Iowa","Muscatine",41
"177","Iowa","Palo Alto",39
"178","Iowa","Polk",39
"179","Iowa","Pottawattamie",35
"180","Iowa","Scott",50
"181","Iowa","Van Buren",39
"182","Iowa","Woodbury",37
"183","Kentucky","Edmonson",30
"184","Kentucky","Morgan",31
"185","Kentucky","Trigg",31
"186","Kentucky","Washington",32
"187","Louisiana","Ascension",30
"188","Louisiana","Bossier",38
"189","Louisiana","Caddo",34
"190","Louisiana","Calcasieu",42
"191","Louisiana","East Baton Rouge",35
"192","Louisiana","Iberville",36
"193","Louisiana","Jefferson",33
"194","Louisiana","Lafayette",39
"195","Louisiana","Lafourche",37
"196","Louisiana","Livingston",37
"197","Louisiana","Orleans",23
"198","Louisiana","Ouachita",31
"199","Louisiana","Pointe Coupee",31
"200","Louisiana","St. Bernard",40
"201","Louisiana","St. Charles",3
"202","Louisiana","St. James",27
"203","Louisiana","St. John the Baptist",31
"204","Louisiana","St. Martin",34
"205","Louisiana","St. Tammany",32
"206","Louisiana","West Baton Rouge",31
"207","Maine","Androscoggin",34
"208","Maine","Aroostook",34
"209","Maine","Cumberland",38
"210","Maine","Hancock",39
"211","Maine","Kennebec",38
"212","Maine","Knox",41
"213","Maine","Oxford",37
"214","Maine","Penobscot",38
"215","Maine","Washington",37
"216","Maine","York",41
"217","Maryland","Anne Arundel",4
"218","Maryland","Baltimore",38
"219","Maryland","Baltimore (City)",27
"220","Maryland","Cecil",37
"221","Maryland","Dorchester",37
"222","Maryland","Garrett",37
"223","Maryland","Harford",38
"224","Maryland","Howard",24
"225","Maryland","Kent",19
"226","Maryland","Montgomery",39
"227","Maryland","Prince George's",38
"228","Maryland","Washington",40
"229","Massachusetts","Barnstable",33
"230","Massachusetts","Berkshire",31
"231","Massachusetts","Bristol",32
"232","Massachusetts","Dukes",32
"233","Massachusetts","Essex",32
"234","Massachusetts","Franklin",35
"235","Massachusetts","Hampden",36
"236","Massachusetts","Hampshire",32
"237","Massachusetts","Middlesex",33
"238","Massachusetts","Norfolk",31
"239","Massachusetts","Plymouth",31
"240","Massachusetts","Suffolk",33
"241","Massachusetts","Worcester",35
"242","Michigan","Allegan",26
"243","Michigan","Bay",23
"244","Michigan","Cass",37
"245","Michigan","Genesee",30
"246","Michigan","Kent",5
"247","Michigan","Lenawee",40
"248","Michigan","Missaukee",32
"249","Michigan","Monroe",16
"250","Michigan","Schoolcraft",22
"251","Michigan","Tuscola",33
"252","Michigan","Washtenaw",33
"253","Michigan","Wayne",9
"254","Michigan","Wexford",33
"255","Minnesota","Saint Louis",31
"256","Mississippi","Bolivar",35
"257","Mississippi","DeSoto",36
"258","Mississippi","Forrest",40
"259","Mississippi","Hancock",36
"260","Mississippi","Harrison",38
"261","Mississippi","Hinds",44
"262","Mississippi","Jackson",37
"263","Mississippi","Lauderdale",33
"264","Mississippi","Lee",40
"265","Mississippi","Yalobusha",31
"266","Missouri","Buchanan",32
"267","Missouri","Cass",27
"268","Missouri","Cedar",30
"269","Missouri","Clay",30
"270","Missouri","Franklin",1
"271","Missouri","Greene",16
"272","Missouri","Iron",4
"273","Missouri","Jackson",43
"274","Missouri","Jasper",10
"275","Missouri","Jefferson",25
"276","Missouri","Monroe",28
"277","Missouri","New Madrid",117
"278","Missouri","Saint Charles",1
"279","Missouri","Saint Louis",31
"280","Missouri","St. Louis City",47
"281","Montana","Cascade",12
"282","Montana","Fergus",35
"283","Montana","Flathead",34
"284","Montana","Gallatin",20
"285","Montana","Lewis and Clark",39
"286","Montana","Lincoln",68
"287","Montana","Missoula",65
"288","Montana","Phillips",26
"289","Montana","Powder River",32
"290","Montana","Ravalli",18
"291","Montana","Richland",30
"292","Montana","Rosebud",30
"293","Montana","Sanders",39
"294","Montana","Silver Bow",20
"295","Montana","Yellowstone",22
"296","Nebraska","Cass",13
"297","Nebraska","Douglas",36
"298","Nebraska","Hall",26
"299","Nebraska","Knox",32
"300","Nebraska","Lancaster",27
"301","Nebraska","Sarpy",31
"302","Nebraska","Scotts Bluff",15
"303","Nebraska","Washington",29
"304","Nevada","Clark",48
"305","Nevada","White Pine",40
"306","New Hampshire","Grafton",35
"307","New Jersey","Mercer",32
"308","New Mexico","Dona Ana",46
"309","New Mexico","Eddy",40
"310","New Mexico","Luna",15
"311","New Mexico","San Juan",37
"312","New York","Albany",39
"313","New York","Bronx",40
"314","New York","Chautauqua",37
"315","New York","Dutchess",35
"316","New York","Erie",37
"317","New York","Essex",42
"318","New York","Hamilton",37
"319","New York","Jefferson",37
"320","New York","Kings",31
"321","New York","Monroe",38
"322","New York","Nassau",26
"323","New York","New York",37
"324","New York","Niagara",36
"325","New York","Oneida",27
"326","New York","Onondaga",38
"327","New York","Orange",37
"328","New York","Oswego",37
"329","New York","Putnam",36
"330","New York","Queens",40
"331","New York","Richmond",36
"332","New York","Rockland",35
"333","New York","Saratoga",36
"334","New York","St. Lawrence",17
"335","New York","Steuben",38
"336","New York","Suffolk",39
"337","New York","Tompkins",36
"338","New York","Wayne",35
"339","New York","Westchester",35
"340","North Carolina","Alexander",43
"341","North Carolina","Avery",38
"342","North Carolina","Beaufort",0
"343","North Carolina","Brunswick",0
"344","North Carolina","Buncombe",26
"345","North Carolina","Caldwell",42
"346","North Carolina","Carteret",33
"347","North Carolina","Caswell",39
"348","North Carolina","Catawba",26
"349","North Carolina","Cumberland",32
"350","North Carolina","Davidson",35
"351","North Carolina","Durham",34
"352","North Carolina","Edgecombe",26
"353","North Carolina","Forsyth",30
"354","North Carolina","Graham",44
"355","North Carolina","Granville",38
"356","North Carolina","Guilford",28
"357","North Carolina","Haywood",23
"358","North Carolina","Johnston",30
"359","North Carolina","Lenoir",28
"360","North Carolina","Lincoln",41
"361","North Carolina","Macon",33
"362","North Carolina","Martin",40
"363","North Carolina","Mecklenburg",38
"364","North Carolina","Mitchell",19
"365","North Carolina","Montgomery",34
"366","North Carolina","New Hanover",30
"367","North Carolina","Northampton",12
"368","North Carolina","Person",42
"369","North Carolina","Pitt",28
"370","North Carolina","Rockingham",1
"371","North Carolina","Rowan",35
"372","North Carolina","Swain",43
"373","North Carolina","Union",41
"374","North Carolina","Wake",37
"375","North Carolina","Yancey",46
"376","North Dakota","Billings",31
"377","North Dakota","Burke",31
"378","North Dakota","Burleigh",30
"379","North Dakota","Cass",31
"380","North Dakota","Dunn",30
"381","North Dakota","McKenzie",29
"382","North Dakota","Mercer",30
"383","North Dakota","Oliver",30
"384","North Dakota","Ward",30
"385","Ohio","Allen",36
"386","Ohio","Ashtabula",7
"387","Ohio","Athens",21
"388","Ohio","Belmont",17
"389","Ohio","Butler",48
"390","Ohio","Clark",44
"391","Ohio","Clermont",34
"392","Ohio","Columbiana",0
"393","Ohio","Cuyahoga",56
"394","Ohio","Fayette",31
"395","Ohio","Franklin",46
"396","Ohio","Gallia",3
"397","Ohio","Guernsey",3
"398","Ohio","Hamilton",50
"399","Ohio","Hancock",1
"400","Ohio","Harrison",5
"401","Ohio","Jefferson",39
"402","Ohio","Lake",26
"403","Ohio","Lawrence",35
"404","Ohio","Lorain",35
"405","Ohio","Lucas",29
"406","Ohio","Mahoning",32
"407","Ohio","Medina",36
"408","Ohio","Montgomery",42
"409","Ohio","Morgan",3
"410","Ohio","Noble",31
"411","Ohio","Preble",39
"412","Ohio","Scioto",12
"413","Ohio","Stark",45
"414","Ohio","Summit",33
"415","Ohio","Trumbull",35
"416","Ohio","Warren",37
"417","Ohio","Washington",4
"418","Oklahoma","Adair",37
"419","Oklahoma","Canadian",35
"420","Oklahoma","Carter",38
"421","Oklahoma","Cleveland",51
"422","Oklahoma","Comanche",43
"423","Oklahoma","Creek",36
"424","Oklahoma","Dewey",39
"425","Oklahoma","Garfield",0
"426","Oklahoma","Kay",48
"427","Oklahoma","Mayes",39
"428","Oklahoma","Oklahoma",49
"429","Oklahoma","Osage",36
"430","Oklahoma","Pittsburg",45
"431","Oklahoma","Sequoyah",34
"432","Oklahoma","Tulsa",49
"433","Oklahoma","Washington",45
"434","Oregon","Lane",25
"435","Pennsylvania","Adams",36
"436","Pennsylvania","Allegheny",44
"437","Pennsylvania","Armstrong",36
"438","Pennsylvania","Beaver",35
"439","Pennsylvania","Berks",33
"440","Pennsylvania","Blair",33
"441","Pennsylvania","Bradford",38
"442","Pennsylvania","Bucks",32
"443","Pennsylvania","Cambria",36
"444","Pennsylvania","Centre",34
"445","Pennsylvania","Chester",32
"446","Pennsylvania","Clearfield",32
"447","Pennsylvania","Dauphin",32
"448","Pennsylvania","Delaware",32
"449","Pennsylvania","Elk",35
"450","Pennsylvania","Erie",33
"451","Pennsylvania","Fayette",30
"452","Pennsylvania","Franklin",33
"453","Pennsylvania","Greene",32
"454","Pennsylvania","Indiana",33
"455","Pennsylvania","Lackawanna",33
"456","Pennsylvania","Lancaster",35
"457","Pennsylvania","Lawrence",26
"458","Pennsylvania","Lebanon",35
"459","Pennsylvania","Lehigh",31
"460","Pennsylvania","Luzerne",34
"461","Pennsylvania","Lycoming",32
"462","Pennsylvania","Mercer",34
"463","Pennsylvania","Monroe",34
"464","Pennsylvania","Montgomery",33
"465","Pennsylvania","Northampton",34
"466","Pennsylvania","Somerset",31
"467","Pennsylvania","Tioga",37
"468","Pennsylvania","Washington",34
"469","Pennsylvania","Westmoreland",26
"470","Pennsylvania","York",35
"471","Rhode Island","Kent",25
"472","Rhode Island","Providence",40
"473","Rhode Island","Washington",27
"474","South Carolina","Aiken",33
"475","South Carolina","Anderson",41
"476","South Carolina","Berkeley",36
"477","South Carolina","Charleston",38
"478","South Carolina","Chesterfield",34
"479","South Carolina","Darlington",33
"480","South Carolina","Edgefield",35
"481","South Carolina","Florence",27
"482","South Carolina","Greenville",38
"483","South Carolina","Horry",38
"484","South Carolina","Lexington",28
"485","South Carolina","Richland",35
"486","South Carolina","Spartanburg",36
"487","South Carolina","York",30
"488","Tennessee","Blount",34
"489","Tennessee","Claiborne",30
"490","Tennessee","DeKalb",31
"491","Tennessee","Hamilton",29
"492","Tennessee","Knox",43
"493","Tennessee","Sevier",38
"494","Texas","Bell",33
"495","Texas","Brazos",27
"496","Texas","Brewster",38
"497","Texas","Collin",30
"498","Texas","Dallas",32
"499","Texas","Denton",34
"500","Texas","Ector",25
"501","Texas","El Paso",42
"502","Texas","Ellis",34
"503","Texas","Freestone",0
"504","Texas","Hood",30
"505","Texas","Howard",49
"506","Texas","Hunt",29
"507","Texas","Hutchinson",0
"508","Texas","Jefferson",36
"509","Texas","Johnson",31
"510","Texas","Kaufman",26
"511","Texas","Lubbock",13
"512","Texas","McLennan",33
"513","Texas","Navarro",31
"514","Texas","Orange",32
"515","Texas","Parker",31
"516","Texas","Polk",30
"517","Texas","Potter",23
"518","Texas","Randall",35
"519","Texas","Robertson",0
"520","Texas","Rockwall",27
"521","Texas","Tarrant",40
"522","Texas","Travis",39
"523","Utah","Box Elder",38
"524","Utah","Cache",40
"525","Utah","Carbon",40
"526","Utah","Davis",39
"527","Utah","Duchesne",45
"528","Utah","Garfield",43
"529","Utah","Iron",36
"530","Utah","Salt Lake",44
"531","Utah","San Juan",39
"532","Utah","Tooele",32
"533","Utah","Uintah",44
"534","Utah","Utah",40
"535","Utah","Washington",41
"536","Utah","Weber",35
"537","Virginia","Carroll",6
"538","Virginia","Fairfax",2
"539","Virginia","Giles",31
"540","Virginia","Hampton City",5
"541","Virginia","Hopewell City",2
"542","Virginia","Madison",34
"543","Virginia","Norfolk City",6
"544","Virginia","Prince Edward",31
"545","Virginia","Stafford",6
"546","Washington","Adams",14
"547","Washington","Asotin",62
"548","Washington","Benton",29
"549","Washington","Chelan",41
"550","Washington","Clallam",40
"551","Washington","Clark",33
"552","Washington","Columbia",35
"553","Washington","Cowlitz",23
"554","Washington","Franklin",21
"555","Washington","Garfield",15
"556","Washington","Grant",24
"557","Washington","Grays Harbor",23
"558","Washington","Jefferson",17
"559","Washington","King",39
"560","Washington","Kitsap",23
"561","Washington","Kittitas",38
"562","Washington","Lewis",23
"563","Washington","Mason",25
"564","Washington","Okanogan",65
"565","Washington","Pend Oreille",38
"566","Washington","Pierce",40
"567","Washington","Skagit",20
"568","Washington","Snohomish",49
"569","Washington","Spokane",40
"570","Washington","Stevens",56
"571","Washington","Thurston",19
"572","Washington","Walla Walla",25
"573","Washington","Whatcom",16
"574","Washington","Whitman",15
"575","Washington","Yakima",62
"576","West Virginia","Berkeley",41
"577","West Virginia","Brooke",15
"578","West Virginia","Cabell",37
"579","West Virginia","Gilmer",29
"580","West Virginia","Greenbrier",40
"581","West Virginia","Hancock",10
"582","West Virginia","Kanawha",38
"583","West Virginia","Marshall",52
"584","West Virginia","Mason",1
"585","West Virginia","Monongalia",3
"586","West Virginia","Ohio",39
"587","West Virginia","Tucker",31
"588","West Virginia","Wood",4
"589","Wisconsin","Dane",43
"590","Wisconsin","Dodge",36
"591","Wisconsin","Milwaukee",42
"592","Wisconsin","Taylor",31
"593","Wisconsin","Waukesha",44
"594","Wyoming","Albany",43
"595","Wyoming","Campbell",34
"596","Wyoming","Sublette",43
"597","Wyoming","Sweetwater",10
"598","Wyoming","Teton",38
"599","Alabama","Jefferson",51
"600","Alabama","Madison",56
"601","Alabama","Mobile",41
"602","Alabama","Morgan",39
"603","Alabama","Tuscaloosa",38
"604","Alaska","Anchorage ",44
"605","Alaska","Fairbanks North Star ",33
"606","Alaska","North Slope ",28
"607","Arizona","Cochise",117
"608","Arizona","Coconino",40
"609","Arizona","Gila",173
"610","Arizona","Maricopa",79
"611","Arizona","Pima",101
"612","Arizona","Pinal",39
"613","Arizona","Yavapai",47
"614","Arizona","Yuma",29
"615","Arkansas","Crittenden",14
"616","Arkansas","Pulaski",38
"617","California","Alameda",40
"618","California","Butte",38
"619","California","Colusa",16
"620","California","Contra Costa",47
"621","California","El Dorado",50
"622","California","Fresno",90
"623","California","Glenn",37
"624","California","Imperial",48
"625","California","Inyo",37
"626","California","Kern",93
"627","California","Kings",37
"628","California","Lake",34
"629","California","Los Angeles",168
"630","California","Marin",38
"631","California","Mendocino",28
"632","California","Mono",24
"633","California","Monterey",37
"634","California","Napa",38
"635","California","Orange",100
"636","California","Placer",44
"637","California","Riverside",114
"638","California","Sacramento",54
"639","California","San Benito",34
"640","California","San Bernardino",126
"641","California","San Diego",110
"642","California","San Francisco",38
"643","California","San Joaquin",47
"644","California","San Luis Obispo",47
"645","California","San Mateo",31
"646","California","Santa Barbara",61
"647","California","Santa Clara",43
"648","California","Santa Cruz",38
"649","California","Shasta",40
"650","California","Solano",38
"651","California","Sonoma",38
"652","California","Stanislaus",51
"653","California","Sutter",21
"654","California","Tulare",68
"655","California","Tuolumne",70
"656","California","Ventura",89
"657","California","Yolo",40
"658","Colorado","Adams",60
"659","Colorado","Arapahoe",39
"660","Colorado","Boulder",33
"661","Colorado","Denver",94
"662","Colorado","El Paso",57
"663","Colorado","Jefferson",49
"664","Colorado","Larimer",34
"665","Colorado","Mesa",18
"666","Colorado","Pueblo",17
"667","Colorado","Weld",43
"668","Connecticut","Fairfield",120
"669","Connecticut","Hartford",60
"670","Connecticut","Litchfield",44
"671","Connecticut","Middlesex",67
"672","Connecticut","New Haven",59
"673","Connecticut","Tolland",54
"674","Delaware","Kent",29
"675","Delaware","New Castle",93
"676","Delaware","Sussex",0
"677","District Of Columbia","District of Columbia",69
"678","Florida","Alachua",24
"679","Florida","Bay",49
"680","Florida","Brevard",4
"681","Florida","Broward",48
"682","Florida","Citrus",9
"683","Florida","Duval",74
"684","Florida","Escambia",74
"685","Florida","Hillsborough",77
"686","Florida","Holmes",0
"687","Florida","Lee",35
"688","Florida","Leon",37
"689","Florida","Manatee",19
"690","Florida","Miami-Dade",42
"691","Florida","Nassau",36
"692","Florida","Orange",40
"693","Florida","Palm Beach",39
"694","Florida","Pinellas",63
"695","Florida","Seminole",28
"696","Georgia","Bibb",10
"697","Georgia","Chatham",17
"698","Georgia","DeKalb",31
"699","Georgia","Floyd",24
"700","Georgia","Fulton",53
"701","Georgia","Glynn",13
"702","Georgia","Muscogee",38
"703","Georgia","Richmond",13
"704","Georgia","Rockdale",28
"705","Hawaii","Honolulu",18
"706","Idaho","Ada",57
"707","Idaho","Bannock",69
"708","Idaho","Caribou",94
"709","Idaho","Shoshone",121
"710","Illinois","Adams",41
"711","Illinois","Champaign",28
"712","Illinois","Cook",99
"713","Illinois","DuPage",26
"714","Illinois","Kane",29
"715","Illinois","La Salle",31
"716","Illinois","Lake",33
"717","Illinois","Macon",43
"718","Illinois","Macoupin",34
"719","Illinois","Madison",100
"720","Illinois","McHenry",32
"721","Illinois","Monroe",38
"722","Illinois","Peoria",40
"723","Illinois","Rock Island",42
"724","Illinois","Saint Clair",80
"725","Illinois","Sangamon",62
"726","Illinois","Tazewell",31
"727","Illinois","Wabash",67
"728","Illinois","Will",54
"729","Illinois","Winnebago",27
"730","Indiana","Allen",37
"731","Indiana","Clark",105
"732","Indiana","Daviess",54
"733","Indiana","Delaware",29
"734","Indiana","Floyd",80
"735","Indiana","Gibson",47
"736","Indiana","Hamilton",47
"737","Indiana","Howard",20
"738","Indiana","Knox",55
"739","Indiana","LaPorte",65
"740","Indiana","Lake",107
"741","Indiana","Marion",104
"742","Indiana","Porter",54
"743","Indiana","Posey",28
"744","Indiana","Spencer",74
"745","Indiana","St. Joseph",46
"746","Indiana","Sullivan",49
"747","Indiana","Vanderburgh",40
"748","Indiana","Vigo",82
"749","Indiana","Warrick",96
"750","Iowa","Black Hawk",9
"751","Iowa","Johnson",14
"752","Iowa","Linn",57
"753","Iowa","Muscatine",3
"754","Iowa","Polk",68
"755","Iowa","Scott",39
"756","Iowa","Woodbury",47
"757","Kansas","Johnson",38
"758","Kansas","Sedgwick",39
"759","Kansas","Wyandotte",40
"760","Kentucky","Boone",56
"761","Kentucky","Boyd",45
"762","Kentucky","Bullitt",29
"763","Kentucky","Campbell",62
"764","Kentucky","Daviess",48
"765","Kentucky","Fayette",49
"766","Kentucky","Hancock",52
"767","Kentucky","Hardin",42
"768","Kentucky","Henderson",50
"769","Kentucky","Jefferson",121
"770","Kentucky","McCracken",116
"771","Kentucky","Pulaski",39
"772","Kentucky","Trigg",14
"773","Louisiana","Bossier",32
"774","Louisiana","Calcasieu",30
"775","Louisiana","East Baton Rouge",39
"776","Louisiana","Iberville",37
"777","Louisiana","Orleans",18
"778","Louisiana","St. Charles",37
"779","Louisiana","St. John the Baptist",7
"780","Maine","Androscoggin",40
"781","Maine","Aroostook",85
"782","Maine","Cumberland",52
"783","Maine","Kennebec",37
"784","Maine","Knox",11
"785","Maine","Oxford",50
"786","Maine","Penobscot",114
"787","Maine","Washington",11
"788","Maryland","Allegany",29
"789","Maryland","Anne Arundel",64
"790","Maryland","Baltimore",49
"791","Maryland","Baltimore (City)",72
"792","Maryland","Cecil",105
"793","Maryland","Frederick",35
"794","Maryland","Harford",39
"795","Maryland","Howard",27
"796","Maryland","Montgomery",33
"797","Maryland","Prince George's",49
"798","Maryland","Washington",32
"799","Massachusetts","Berkshire",41
"800","Massachusetts","Bristol",49
"801","Massachusetts","Essex",47
"802","Massachusetts","Franklin",41
"803","Massachusetts","Hampden",57
"804","Massachusetts","Middlesex",55
"805","Massachusetts","Norfolk",49
"806","Massachusetts","Suffolk",74
"807","Massachusetts","Worcester",49
"808","Michigan","Bay",34
"809","Michigan","Cass",41
"810","Michigan","Clinton",37
"811","Michigan","Genesee",31
"812","Michigan","Huron",41
"813","Michigan","Ingham",87
"814","Michigan","Kent",39
"815","Michigan","Macomb",37
"816","Michigan","Mason",17
"817","Michigan","Monroe",64
"818","Michigan","Muskegon",45
"819","Michigan","Oakland",39
"820","Michigan","Ottawa",43
"821","Michigan","St. Clair",70
"822","Michigan","Washtenaw",29
"823","Michigan","Wayne",90
"824","Minnesota","Anoka",35
"825","Minnesota","Dakota",59
"826","Minnesota","Hennepin",61
"827","Minnesota","Lake",31
"828","Minnesota","Olmsted",69
"829","Minnesota","Ramsey",60
"830","Minnesota","Saint Louis",44
"831","Minnesota","Stearns",6
"832","Minnesota","Washington",49
"833","Minnesota","Wright",7
"834","Mississippi","DeSoto",39
"835","Mississippi","Harrison",6
"836","Mississippi","Hinds",43
"837","Mississippi","Jackson",11
"838","Missouri","Clay",63
"839","Missouri","Greene",39
"840","Missouri","Iron",43
"841","Missouri","Jackson",56
"842","Missouri","Saint Charles",69
"843","Missouri","Saint Louis",97
"844","Missouri","St. Louis City",104
"845","Montana","Cascade",33
"846","Montana","Lewis and Clark",50
"847","Montana","Missoula",55
"848","Montana","Rosebud",37
"849","Montana","Silver Bow",36
"850","Montana","Yellowstone",94
"851","Nebraska","Douglas",51
"852","Nebraska","Lancaster",44
"853","Nevada","Clark",85
"854","Nevada","Washoe",57
"855","New Hampshire","Cheshire",35
"856","New Hampshire","Coos",118
"857","New Hampshire","Hillsborough",68
"858","New Hampshire","Rockingham",41
"859","New Jersey","Atlantic",63
"860","New Jersey","Bergen",57
"861","New Jersey","Camden",70
"862","New Jersey","Cumberland",50
"863","New Jersey","Essex",62
"864","New Jersey","Gloucester",82
"865","New Jersey","Hudson",64
"866","New Jersey","Hunterdon",50
"867","New Jersey","Mercer",46
"868","New Jersey","Middlesex",61
"869","New Jersey","Monmouth",55
"870","New Jersey","Morris",71
"871","New Jersey","Ocean",41
"872","New Jersey","Passaic",39
"873","New Jersey","Union",64
"874","New Jersey","Warren",41
"875","New Mexico","Bernalillo",54
"876","New Mexico","Dona Ana",45
"877","New Mexico","San Juan",56
"878","New Mexico","Santa Fe",24
"879","New York","Albany",75
"880","New York","Bronx",50
"881","New York","Chautauqua",66
"882","New York","Dutchess",33
"883","New York","Erie",114
"884","New York","Essex",40
"885","New York","Kings",76
"886","New York","Monroe",106
"887","New York","Nassau",56
"888","New York","New York",102
"889","New York","Niagara",93
"890","New York","Oneida",37
"891","New York","Onondaga",61
"892","New York","Queens",59
"893","New York","Richmond",58
"894","New York","St. Lawrence",17
"895","New York","Suffolk",84
"896","New York","Wayne",22
"897","New York","Westchester",49
"898","North Carolina","Beaufort",14
"899","North Carolina","Buncombe",45
"900","North Carolina","Durham",49
"901","North Carolina","Forsyth",27
"902","North Carolina","Granville",101
"903","North Carolina","Guilford",46
"904","North Carolina","Mecklenburg",87
"905","North Carolina","New Hanover",48
"906","North Carolina","Wake",58
"907","North Dakota","Billings",0
"908","North Dakota","Dunn",29
"909","North Dakota","McKenzie",3
"910","North Dakota","Mercer",35
"911","North Dakota","Oliver",33
"912","Ohio","Allen",17
"913","Ohio","Ashtabula",47
"914","Ohio","Butler",49
