"","State","County","Median.AQI"
"7152","Oklahoma","Muskogee",23
"7153","Oklahoma","Oklahoma",44
"7154","Oklahoma","Tulsa",76
"7155","Oregon","Clackamas",41
"7156","Oregon","Columbia",27
"7157","Oregon","Deschutes",43
"7158","Oregon","Douglas",30
"7159","Oregon","Jackson",44
"7160","Oregon","Josephine",45
"7161","Oregon","Klamath",33
"7162","Oregon","Lake",33
"7163","Oregon","Lane",39
"7164","Oregon","Linn",30
"7165","Oregon","Marion",45
"7166","Oregon","Multnomah",42
"7167","Oregon","Umatilla",31
"7168","Oregon","Union",30
"7169","Pennsylvania","Adams",41
"7170","Pennsylvania","Allegheny",112
"7171","Pennsylvania","Beaver",101
"7172","Pennsylvania","Berks",50
"7173","Pennsylvania","Blair",50
"7174","Pennsylvania","Bucks",45
"7175","Pennsylvania","Cambria",59
"7176","Pennsylvania","Centre",38
"7177","Pennsylvania","Chester",28
"7178","Pennsylvania","Dauphin",44
"7179","Pennsylvania","Delaware",52
"7180","Pennsylvania","Elk",40
"7181","Pennsylvania","Erie",43
"7182","Pennsylvania","Lackawanna",46
"7183","Pennsylvania","Lancaster",43
"7184","Pennsylvania","Lawrence",46
"7185","Pennsylvania","Lehigh",43
"7186","Pennsylvania","Luzerne",42
"7187","Pennsylvania","Lycoming",34
"7188","Pennsylvania","Mercer",47
"7189","Pennsylvania","Montgomery",42
"7190","Pennsylvania","Northampton",45
"7191","Pennsylvania","Philadelphia",68
"7192","Pennsylvania","Somerset",39
"7193","Pennsylvania","Warren",49
"7194","Pennsylvania","Washington",77
"7195","Pennsylvania","Westmoreland",39
"7196","Pennsylvania","York",44
"7197","Puerto Rico","Bayamon",67
"7198","Puerto Rico","Fajardo",24
"7199","Puerto Rico","Guayama",20
"7200","Puerto Rico","Guaynabo",31
"7201","Puerto Rico","Ponce",24
"7202","Puerto Rico","San Juan",43
"7203","Rhode Island","Kent",44
"7204","Rhode Island","Providence",44
"7205","South Carolina","Aiken",34
"7206","South Carolina","Anderson",37
"7207","South Carolina","Berkeley",35
"7208","South Carolina","Charleston",35
"7209","South Carolina","Edgefield",36
"7210","South Carolina","Greenville",15
"7211","South Carolina","Lexington",19
"7212","South Carolina","Oconee",34
"7213","South Carolina","Richland",43
"7214","South Carolina","Spartanburg",40
"7215","South Carolina","York",41
"7216","South Dakota","Brookings",27
"7217","South Dakota","Jackson",32
"7218","South Dakota","Minnehaha",19
"7219","South Dakota","Pennington",21
"7220","Tennessee","Anderson",13
"7221","Tennessee","Blount",51
"7222","Tennessee","Claiborne",42
"7223","Tennessee","Davidson",44
"7224","Tennessee","DeKalb",42
"7225","Tennessee","Hamilton",42
"7226","Tennessee","Knox",43
"7227","Tennessee","Loudon",23
"7228","Tennessee","Madison",25
"7229","Tennessee","Maury",37
"7230","Tennessee","McMinn",30
"7231","Tennessee","Montgomery",19
"7232","Tennessee","Roane",10
"7233","Tennessee","Sevier",48
"7234","Tennessee","Shelby",61
"7235","Tennessee","Sullivan",75
"7236","Tennessee","Sumner",64
"7237","Tennessee","Williamson",41
"7238","Tennessee","Wilson",45
"7239","Texas","Bell",19
"7240","Texas","Bexar",34
"7241","Texas","Brazoria",37
"7242","Texas","Brewster",33
"7243","Texas","Cameron",24
"7244","Texas","Culberson",37
"7245","Texas","Dallas",43
"7246","Texas","Denton",17
"7247","Texas","Ector",19
"7248","Texas","El Paso",87
"7249","Texas","Ellis",44
"7250","Texas","Galveston",40
"7251","Texas","Gregg",39
"7252","Texas","Harris",69
"7253","Texas","Jefferson",69
"7254","Texas","Kaufman",46
"7255","Texas","Lubbock",21
"7256","Texas","Nueces",34
"7257","Texas","Orange",34
"7258","Texas","Potter",18
"7259","Texas","Smith",18
"7260","Texas","Tarrant",43
"7261","Texas","Travis",38
"7262","Texas","Victoria",35
"7263","Texas","Webb",32
"7264","Utah","Davis",57
"7265","Utah","Garfield",13
"7266","Utah","Iron",18
"7267","Utah","Salt Lake",90
"7268","Utah","San Juan",15
"7269","Utah","Utah",47
"7270","Utah","Weber",46
"7271","Vermont","Bennington",41
"7272","Vermont","Chittenden",34
"7273","Vermont","Rutland",29
"7274","Vermont","Windham",19
"7275","Virgin Islands","St Croix",43
"7276","Virgin Islands","St John",21
"7277","Virginia","Arlington",47
"7278","Virginia","Bristol City",27
"7279","Virginia","Carroll",20
"7280","Virginia","Charles",45
"7281","Virginia","Chesterfield",42
"7282","Virginia","Covington City",28
"7283","Virginia","Fairfax",64
"7284","Virginia","Fauquier",58
"7285","Virginia","Giles",47
"7286","Virginia","Hampton City",42
"7287","Virginia","Hanover",54
"7288","Virginia","Henrico",47
"7289","Virginia","Hopewell City",49
"7290","Virginia","Loudoun",16
"7291","Virginia","Lynchburg City",23
"7292","Virginia","Madison",47
"7293","Virginia","Norfolk City",42
"7294","Virginia","Prince Edward",40
"7295","Virginia","Prince William",45
"7296","Virginia","Richmond City",41
"7297","Virginia","Roanoke",38
"7298","Virginia","Roanoke City",31
"7299","Virginia","Suffolk City",49
"7300","Virginia","Winchester City",25
"7301","Virginia","Wythe",50
"7302","Washington","Asotin",29
"7303","Washington","Benton",22
"7304","Washington","Chelan",18
"7305","Washington","Clallam",47
"7306","Washington","Clark",35
"7307","Washington","Cowlitz",23
"7308","Washington","Grays Harbor",64
"7309","Washington","King",51
"7310","Washington","Mason",29
"7311","Washington","Pierce",43
"7312","Washington","Skagit",27
"7313","Washington","Snohomish",50
"7314","Washington","Spokane",56
"7315","Washington","Thurston",19
"7316","Washington","Walla Walla",32
"7317","Washington","Whatcom",30
"7318","Washington","Yakima",40
"7319","West Virginia","Brooke",80
"7320","West Virginia","Cabell",42
"7321","West Virginia","Gilmer",39
"7322","West Virginia","Greenbrier",45
"7323","West Virginia","Hancock",124
"7324","West Virginia","Kanawha",47
"7325","West Virginia","Marshall",97
"7326","West Virginia","Monongalia",50
"7327","West Virginia","Ohio",67
"7328","West Virginia","Tucker",41
"7329","West Virginia","Wood",66
"7330","Wisconsin","Brown",43
"7331","Wisconsin","Columbia",35
"7332","Wisconsin","Dane",30
"7333","Wisconsin","Dodge",40
"7334","Wisconsin","Door",40
"7335","Wisconsin","Fond du Lac",39
"7336","Wisconsin","Jefferson",44
"7337","Wisconsin","Kenosha",34
"7338","Wisconsin","Kewaunee",37
"7339","Wisconsin","Manitowoc",42
"7340","Wisconsin","Marathon",24
"7341","Wisconsin","Milwaukee",48
"7342","Wisconsin","Oneida",9
"7343","Wisconsin","Outagamie",36
"7344","Wisconsin","Ozaukee",41
"7345","Wisconsin","Racine",32
"7346","Wisconsin","Rock",45
"7347","Wisconsin","Sheboygan",35
"7348","Wisconsin","Taylor",33
"7349","Wisconsin","Walworth",43
"7350","Wisconsin","Waukesha",28
"7351","Wyoming","Albany",46
"7352","Wyoming","Campbell",23
"7353","Wyoming","Fremont",24
"7354","Wyoming","Laramie",18
"7355","Wyoming","Natrona",12
"7356","Wyoming","Park",20
"7357","Wyoming","Sheridan",36
"7358","Wyoming","Sublette",45
"7359","Wyoming","Sweetwater",24
"7360","Wyoming","Teton",39
"7361","Alabama","Clay",25
"7362","Alabama","DeKalb",38
"7363","Alabama","Elmore",41
"7364","Alabama","Escambia",24
"7365","Alabama","Etowah",26
"7366","Alabama","Jefferson",47
"7367","Alabama","Lawrence",37
"7368","Alabama","Madison",38
"7369","Alabama","Mobile",55
"7370","Alabama","Montgomery",21
"7371","Alabama","Morgan",21
"7372","Alabama","Pike",19
"7373","Alabama","Russell",23
"7374","Alabama","Shelby",41
"7375","Alabama","Sumter",39
"7376","Alabama","Tuscaloosa",21
"7377","Alaska","Anchorage ",52
"7378","Alaska","Denali ",31
"7379","Alaska","Fairbanks North Star ",33
"7380","Alaska","Juneau ",14
"7381","Arizona","Apache",41
"7382","Arizona","Cochise",43
"7383","Arizona","Coconino",44
"7384","Arizona","Gila",17
"7385","Arizona","Maricopa",74
"7386","Arizona","Mohave",18
"7387","Arizona","Navajo",18
"7388","Arizona","Pima",53
"7389","Arizona","Pinal",16
"7390","Arizona","Santa Cruz",44
"7391","Arizona","Yavapai",17
"7392","Arizona","Yuma",24
"7393","Arkansas","Arkansas",22
"7394","Arkansas","Ashley",22
"7395","Arkansas","Clark",38
"7396","Arkansas","Crittenden",33
"7397","Arkansas","Garland",18
"7398","Arkansas","Newton",32
"7399","Arkansas","Polk",18
"7400","Arkansas","Pulaski",40
"7401","Arkansas","Union",29
"7402","Arkansas","Washington",19
"7403","California","Alameda",38
"7404","California","Amador",48
"7405","California","Butte",38
"7406","California","Colusa",37
"7407","California","Contra Costa",41
"7408","California","Del Norte",31
"7409","California","El Dorado",59
"7410","California","Fresno",68
"7411","California","Glenn",44
"7412","California","Humboldt",19
"7413","California","Imperial",54
"7414","California","Inyo",42
"7415","California","Kern",84
"7416","California","Kings",38
"7417","California","Lake",28
"7418","California","Los Angeles",122
"7419","California","Madera",44
"7420","California","Marin",32
"7421","California","Mariposa",46
"7422","California","Mendocino",21
"7423","California","Merced",47
"7424","California","Mono",44
"7425","California","Monterey",38
"7426","California","Napa",32
"7427","California","Nevada",42
"7428","California","Orange",68
"7429","California","Placer",47
"7430","California","Plumas",26
"7431","California","Riverside",105
"7432","California","Sacramento",57
"7433","California","San Benito",40
"7434","California","San Bernardino",126
"7435","California","San Diego",89
"7436","California","San Francisco",33
"7437","California","San Joaquin",47
"7438","California","San Luis Obispo",44
"7439","California","San Mateo",33
"7440","California","Santa Barbara",64
"7441","California","Santa Clara",47
"7442","California","Santa Cruz",32
"7443","California","Shasta",41
"7444","California","Siskiyou",33
"7445","California","Solano",37
"7446","California","Sonoma",37
"7447","California","Stanislaus",47
"7448","California","Sutter",47
"7449","California","Tehama",43
"7450","California","Tulare",67
"7451","California","Tuolumne",39
"7452","California","Ventura",67
"7453","California","Yolo",40
"7454","Colorado","Adams",53
"7455","Colorado","Alamosa",22
"7456","Colorado","Arapahoe",50
"7457","Colorado","Archuleta",37
"7458","Colorado","Boulder",40
"7459","Colorado","Delta",27
"7460","Colorado","Denver",64
"7461","Colorado","Douglas",17
"7462","Colorado","El Paso",46
"7463","Colorado","Fremont",18
"7464","Colorado","Garfield",26
"7465","Colorado","Gunnison",45
"7466","Colorado","Jefferson",41
"7467","Colorado","La Plata",44
"7468","Colorado","Larimer",44
"7469","Colorado","Mesa",43
"7470","Colorado","Montezuma",11
"7471","Colorado","Pitkin",21
"7472","Colorado","Prowers",23
"7473","Colorado","Pueblo",22
"7474","Colorado","Routt",24
"7475","Colorado","San Juan",11
"7476","Colorado","San Miguel",32
"7477","Colorado","Weld",36
"7478","Connecticut","Fairfield",46
"7479","Connecticut","Hartford",38
"7480","Connecticut","Litchfield",33
"7481","Connecticut","Middlesex",35
"7482","Connecticut","New Haven",50
"7483","Connecticut","New London",36
"7484","Connecticut","Tolland",30
"7485","Connecticut","Windham",14
"7486","Delaware","Kent",31
"7487","Delaware","New Castle",67
"7488","Delaware","Sussex",39
"7489","District Of Columbia","District of Columbia",54
"7490","Florida","Bay",21
"7491","Florida","Brevard",37
"7492","Florida","Broward",37
"7493","Florida","Duval",42
"7494","Florida","Escambia",51
"7495","Florida","Hamilton",14
"7496","Florida","Hillsborough",95
"7497","Florida","Lee",33
"7498","Florida","Leon",38
"7499","Florida","Liberty",37
"7500","Florida","Manatee",36
"7501","Florida","Miami-Dade",38
"7502","Florida","Nassau",21
"7503","Florida","Okaloosa",18
"7504","Florida","Orange",38
"7505","Florida","Palm Beach",30
"7506","Florida","Pasco",37
"7507","Florida","Pinellas",47
"7508","Florida","Polk",33
"7509","Florida","Putnam",9
"7510","Florida","Sarasota",46
"7511","Florida","Seminole",34
"7512","Florida","Volusia",34
"7513","Georgia","Charlton",44
"7514","Georgia","Chatham",9
"7515","Georgia","Chattooga",21
"7516","Georgia","Dawson",42
"7517","Georgia","DeKalb",36
"7518","Georgia","Dougherty",3
"7519","Georgia","Douglas",37
"7520","Georgia","Floyd",16
"7521","Georgia","Fulton",52
"7522","Georgia","Muscogee",42
"7523","Georgia","Pike",39
"7524","Georgia","Richmond",34
"7525","Georgia","Rockdale",44
"7526","Georgia","Sumter",38
"7527","Georgia","Washington",23
"7528","Hawaii","Hawaii",30
"7529","Hawaii","Honolulu",25
"7530","Hawaii","Kauai",16
"7531","Hawaii","Maui",23
"7532","Idaho","Ada",40
"7533","Idaho","Bannock",43
"7534","Idaho","Blaine",22
"7535","Idaho","Bonner",24
"7536","Idaho","Bonneville",29
"7537","Idaho","Butte",31
"7538","Idaho","Caribou",23
"7539","Idaho","Kootenai",29
"7540","Idaho","Lemhi",37
"7541","Idaho","Nez Perce",29
"7542","Idaho","Shoshone",32
"7543","Idaho","Twin Falls",19
"7544","Illinois","Adams",34
"7545","Illinois","Champaign",31
"7546","Illinois","Cook",71
"7547","Illinois","DuPage",29
"7548","Illinois","Effingham",44
"7549","Illinois","Jersey",42
"7550","Illinois","Kane",27
"7551","Illinois","La Salle",28
"7552","Illinois","Lake",29
"7553","Illinois","Macon",36
"7554","Illinois","Macoupin",36
"7555","Illinois","Madison",80
"7556","Illinois","McHenry",31
"7557","Illinois","Peoria",47
"7558","Illinois","Randolph",46
"7559","Illinois","Rock Island",28
"7560","Illinois","Saint Clair",82
"7561","Illinois","Sangamon",41
"7562","Illinois","Tazewell",27
"7563","Illinois","Wabash",27
"7564","Illinois","Will",33
"7565","Illinois","Winnebago",31
"7566","Indiana","Allen",35
"7567","Indiana","Clark",43
"7568","Indiana","Daviess",31
"7569","Indiana","Dubois",26
"7570","Indiana","Elkhart",37
"7571","Indiana","Floyd",41
"7572","Indiana","Gibson",41
"7573","Indiana","Hamilton",44
"7574","Indiana","Knox",36
"7575","Indiana","LaPorte",36
"7576","Indiana","Lake",56
"7577","Indiana","Madison",20
"7578","Indiana","Marion",67
"7579","Indiana","Porter",46
"7580","Indiana","Posey",37
"7581","Indiana","Spencer",69
"7582","Indiana","St. Joseph",39
"7583","Indiana","Sullivan",36
"7584","Indiana","Tippecanoe",24
"7585","Indiana","Vanderburgh",56
"7586","Indiana","Vigo",43
"7587","Indiana","Wabash",35
"7588","Indiana","Warrick",105
"7589","Iowa","Black Hawk",28
"7590","Iowa","Cerro Gordo",34
"7591","Iowa","Clinton",30
"7592","Iowa","Lee",20
"7593","Iowa","Linn",56
"7594","Iowa","Muscatine",49
"7595","Iowa","Polk",32
"7596","Iowa","Scott",40
"7597","Iowa","Van Buren",30
"7598","Iowa","Woodbury",19
"7599","Kansas","Ford",34
"7600","Kansas","Johnson",26
"7601","Kansas","Neosho",27
"7602","Kansas","Sedgwick",39
"7603","Kansas","Shawnee",25
"7604","Kansas","Sherman",30
"7605","Kansas","Wyandotte",36
"7606","Kentucky","Bell",34
"7607","Kentucky","Boone",40
"7608","Kentucky","Boyd",46
"7609","Kentucky","Bullitt",34
"7610","Kentucky","Campbell",44
"7611","Kentucky","Carter",23
"7612","Kentucky","Daviess",47
"7613","Kentucky","Edmonson",39
"7614","Kentucky","Fayette",40
"7615","Kentucky","Greenup",37
"7616","Kentucky","Hancock",44
"7617","Kentucky","Hardin",39
"7618","Kentucky","Henderson",56
"7619","Kentucky","Jefferson",55
"7620","Kentucky","Jessamine",41
"7621","Kentucky","Livingston",45
"7622","Kentucky","Madison",23
"7623","Kentucky","Marshall",20
"7624","Kentucky","McCracken",49
"7625","Kentucky","Oldham",37
"7626","Kentucky","Perry",34
"7627","Kentucky","Pike",37
"7628","Kentucky","Pulaski",38
"7629","Kentucky","Simpson",36
"7630","Kentucky","Warren",19
"7631","Kentucky","Washington",42
"7632","Louisiana","Bossier",41
"7633","Louisiana","Caddo",41
"7634","Louisiana","Calcasieu",42
"7635","Louisiana","East Baton Rouge",47
"7636","Louisiana","Iberville",42
"7637","Louisiana","Jefferson",37
"7638","Louisiana","Lafayette",31
"7639","Louisiana","Lafourche",34
"7640","Louisiana","Livingston",17
"7641","Louisiana","Orleans",42
"7642","Louisiana","Ouachita",37
"7643","Louisiana","Pointe Coupee",34
"7644","Louisiana","Rapides",20
"7645","Louisiana","St. Bernard",41
"7646","Louisiana","St. Charles",31
"7647","Louisiana","St. James",25
"7648","Louisiana","St. John the Baptist",33
"7649","Louisiana","West Baton Rouge",44
"7650","Maine","Androscoggin",16
"7651","Maine","Aroostook",52
"7652","Maine","Cumberland",37
"7653","Maine","Hancock",33
"7654","Maine","Kennebec",36
"7655","Maine","Knox",36
"7656","Maine","Oxford",29
"7657","Maine","Penobscot",31
"7658","Maine","Washington",31
"7659","Maine","York",34
"7660","Maryland","Allegany",19
"7661","Maryland","Anne Arundel",46
"7662","Maryland","Baltimore",44
"7663","Maryland","Baltimore (City)",48
"7664","Maryland","Carroll",44
"7665","Maryland","Cecil",41
"7666","Maryland","Charles",44
"7667","Maryland","Frederick",27
"7668","Maryland","Garrett",24
"7669","Maryland","Harford",35
"7670","Maryland","Kent",45
"7671","Maryland","Montgomery",28
"7672","Maryland","Prince George's",36
"7673","Maryland","Washington",24
"7674","Massachusetts","Barnstable",41
"7675","Massachusetts","Berkshire",39
"7676","Massachusetts","Bristol",56
"7677","Massachusetts","Essex",56
"7678","Massachusetts","Hampden",47
"7679","Massachusetts","Hampshire",44
"7680","Massachusetts","Middlesex",43
"7681","Massachusetts","Norfolk",38
"7682","Massachusetts","Plymouth",38
"7683","Massachusetts","Suffolk",56
"7684","Massachusetts","Worcester",43
"7685","Michigan","Allegan",29
"7686","Michigan","Bay",24
"7687","Michigan","Benzie",36
"7688","Michigan","Berrien",40
"7689","Michigan","Cass",45
"7690","Michigan","Clinton",40
"7691","Michigan","Genesee",29
"7692","Michigan","Ingham",36
"7693","Michigan","Kalamazoo",34
"7694","Michigan","Kent",30
"7695","Michigan","Macomb",31
"7696","Michigan","Manistee",32
"7697","Michigan","Mason",23
"7698","Michigan","Midland",17
"7699","Michigan","Monroe",19
"7700","Michigan","Muskegon",41
"7701","Michigan","Oakland",20
"7702","Michigan","Ottawa",42
"7703","Michigan","St. Clair",39
"7704","Michigan","Tuscola",33
"7705","Michigan","Washtenaw",33
"7706","Michigan","Wayne",55
"7707","Minnesota","Anoka",29
"7708","Minnesota","Carlton",11
"7709","Minnesota","Dakota",37
"7710","Minnesota","Hennepin",38
"7711","Minnesota","Lake",18
"7712","Minnesota","Olmsted",30
"7713","Minnesota","Ramsey",38
"7714","Minnesota","Saint Louis",19
"7715","Minnesota","Stearns",25
"7716","Minnesota","Washington",38
"7717","Minnesota","Wright",15
"7718","Mississippi","DeSoto",39
"7719","Mississippi","Hancock",42
"7720","Mississippi","Harrison",7
"7721","Mississippi","Hinds",33
"7722","Mississippi","Jackson",36
"7723","Mississippi","Lauderdale",35
"7724","Mississippi","Lee",34
"7725","Mississippi","Yalobusha",38
"7726","Missouri","Buchanan",33
"7727","Missouri","Clay",42
"7728","Missouri","Greene",38
"7729","Missouri","Iron",11
"7730","Missouri","Jackson",34
"7731","Missouri","Jefferson",43
"7732","Missouri","Monroe",34
"7733","Missouri","Saint Charles",44
"7734","Missouri","Saint Louis",70
"7735","Missouri","St. Louis City",61
"7736","Montana","Cascade",23
"7737","Montana","Fergus",13
"7738","Montana","Flathead",37
"7739","Montana","Gallatin",32
"7740","Montana","Lake",28
"7741","Montana","Lewis and Clark",34
"7742","Montana","Lincoln",42
"7743","Montana","Missoula",41
"7744","Montana","Phillips",11
"7745","Montana","Roosevelt",12
"7746","Montana","Rosebud",22
"7747","Montana","Sanders",26
"7748","Montana","Silver Bow",22
"7749","Montana","Yellowstone",127
"7750","Nebraska","Cass",27
"7751","Nebraska","Douglas",37
"7752","Nebraska","Lancaster",31
"7753","Nebraska","Scotts Bluff",22
"7754","Nevada","Carson City",19
"7755","Nevada","Clark",61
"7756","Nevada","Douglas",41
"7757","Nevada","Elko",11
"7758","Nevada","Washoe",50
"7759","Nevada","White Pine",15
"7760","New Hampshire","Cheshire",32
"7761","New Hampshire","Coos",67
"7762","New Hampshire","Grafton",32
"7763","New Hampshire","Hillsborough",39
"7764","New Hampshire","Merrimack",33
"7765","New Hampshire","Rockingham",36
"7766","New Jersey","Atlantic",38
"7767","New Jersey","Bergen",46
"7768","New Jersey","Camden",44
"7769","New Jersey","Cumberland",34
"7770","New Jersey","Essex",54
"7771","New Jersey","Gloucester",36
"7772","New Jersey","Hudson",52
"7773","New Jersey","Hunterdon",29
"7774","New Jersey","Mercer",34
"7775","New Jersey","Middlesex",32
"7776","New Jersey","Monmouth",34
"7777","New Jersey","Morris",41
"7778","New Jersey","Ocean",33
"7779","New Jersey","Passaic",21
"7780","New Jersey","Union",57
"7781","New Jersey","Warren",24
"7782","New Mexico","Bernalillo",49
"7783","New Mexico","Chaves",15
"7784","New Mexico","Dona Ana",69
"7785","New Mexico","Eddy",15
"7786","New Mexico","Lea",15
"7787","New Mexico","Los Alamos",46
"7788","New Mexico","Luna",17
"7789","New Mexico","San Juan",95
"7790","New Mexico","Sandoval",43
"7791","New Mexico","Santa Fe",14
"7792","New Mexico","Taos",19
"7793","New Mexico","Valencia",42
"7794","New York","Albany",34
"7795","New York","Bronx",52
"7796","New York","Chautauqua",54
"7797","New York","Dutchess",34
"7798","New York","Erie",74
"7799","New York","Essex",43
"7800","New York","Hamilton",33
"7801","New York","Jefferson",38
"7802","New York","Kings",42
"7803","New York","Monroe",64
"7804","New York","Nassau",35
"7805","New York","New York",65
"7806","New York","Niagara",51
"7807","New York","Oneida",31
"7808","New York","Onondaga",35
"7809","New York","Putnam",13
"7810","New York","Queens",33
"7811","New York","Richmond",32
"7812","New York","Saratoga",31
"7813","New York","Steuben",19
"7814","New York","Suffolk",39
"7815","New York","Tompkins",35
"7816","New York","Wayne",31
"7817","New York","Westchester",31
"7818","North Carolina","Alexander",17
"7819","North Carolina","Avery",44
"7820","North Carolina","Beaufort",9
"7821","North Carolina","Buncombe",36
"7822","North Carolina","Catawba",27
"7823","North Carolina","Cumberland",39
"7824","North Carolina","Davidson",24
"7825","North Carolina","Durham",23
"7826","North Carolina","Edgecombe",21
"7827","North Carolina","Forsyth",46
"7828","North Carolina","Granville",48
"7829","North Carolina","Guilford",37
"7830","North Carolina","Haywood",26
"7831","North Carolina","Lincoln",43
"7832","North Carolina","Macon",36
"7833","North Carolina","Martin",31
"7834","North Carolina","Mecklenburg",45
"7835","North Carolina","Mitchell",22
"7836","North Carolina","Montgomery",42
"7837","North Carolina","New Hanover",40
"7838","North Carolina","Person",34
"7839","North Carolina","Pitt",43
"7840","North Carolina","Rowan",16
"7841","North Carolina","Wake",43
"7842","North Carolina","Yancey",50
"7843","North Dakota","Billings",3
"7844","North Dakota","Burleigh",16
"7845","North Dakota","Cass",14
"7846","North Dakota","Dunn",0
"7847","North Dakota","McKenzie",25
"7848","North Dakota","Mercer",44
"7849","North Dakota","Oliver",29
"7850","North Dakota","Williams",10
"7851","Ohio","Adams",54
"7852","Ohio","Allen",31
"7853","Ohio","Ashtabula",41
"7854","Ohio","Athens",19
"7855","Ohio","Belmont",66
"7856","Ohio","Butler",50
"7857","Ohio","Clark",38
"7858","Ohio","Clermont",44
"7859","Ohio","Clinton",44
"7860","Ohio","Columbiana",55
"7861","Ohio","Cuyahoga",72
"7862","Ohio","Fayette",37
"7863","Ohio","Franklin",42
"7864","Ohio","Greene",21
"7865","Ohio","Hamilton",64
"7866","Ohio","Hancock",26
"7867","Ohio","Jefferson",75
"7868","Ohio","Knox",41
"7869","Ohio","Lake",61
"7870","Ohio","Lawrence",33
"7871","Ohio","Licking",46
"7872","Ohio","Lorain",41
"7873","Ohio","Lucas",39
"7874","Ohio","Madison",44
"7875","Ohio","Mahoning",44
"7876","Ohio","Medina",39
"7877","Ohio","Montgomery",29
"7878","Ohio","Morgan",39
"7879","Ohio","Noble",28
"7880","Ohio","Ottawa",22
"7881","Ohio","Portage",39
"7882","Ohio","Preble",34
"7883","Ohio","Scioto",30
"7884","Ohio","Stark",43
"7885","Ohio","Summit",67
"7886","Ohio","Trumbull",40
"7887","Ohio","Warren",44
"7888","Ohio","Washington",44
"7889","Oklahoma","Carter",24
"7890","Oklahoma","Cleveland",34
"7891","Oklahoma","Comanche",14
"7892","Oklahoma","Kay",33
"7893","Oklahoma","Mayes",22
"7894","Oklahoma","Muskogee",23
"7895","Oklahoma","Oklahoma",42
"7896","Oklahoma","Tulsa",71
"7897","Oregon","Clackamas",34
"7898","Oregon","Columbia",33
"7899","Oregon","Deschutes",42
"7900","Oregon","Douglas",26
"7901","Oregon","Jackson",47
"7902","Oregon","Josephine",43
"7903","Oregon","Klamath",33
"7904","Oregon","Lake",26
"7905","Oregon","Lane",41
"7906","Oregon","Linn",43
"7907","Oregon","Marion",45
"7908","Oregon","Multnomah",40
"7909","Oregon","Umatilla",31
"7910","Oregon","Union",31
"7911","Pennsylvania","Adams",34
"7912","Pennsylvania","Allegheny",109
"7913","Pennsylvania","Beaver",81
"7914","Pennsylvania","Berks",43
"7915","Pennsylvania","Blair",42
"7916","Pennsylvania","Bucks",42
"7917","Pennsylvania","Cambria",49
"7918","Pennsylvania","Centre",34
"7919","Pennsylvania","Chester",25
"7920","Pennsylvania","Dauphin",39
"7921","Pennsylvania","Delaware",46
"7922","Pennsylvania","Elk",35
"7923","Pennsylvania","Erie",45
"7924","Pennsylvania","Lackawanna",39
"7925","Pennsylvania","Lancaster",37
"7926","Pennsylvania","Lawrence",40
"7927","Pennsylvania","Lehigh",39
"7928","Pennsylvania","Luzerne",37
"7929","Pennsylvania","Lycoming",31
"7930","Pennsylvania","Mercer",41
"7931","Pennsylvania","Montgomery",40
"7932","Pennsylvania","Northampton",42
"7933","Pennsylvania","Philadelphia",68
"7934","Pennsylvania","Somerset",34
"7935","Pennsylvania","Warren",44
"7936","Pennsylvania","Washington",71
"7937","Pennsylvania","Westmoreland",28
"7938","Pennsylvania","York",40
"7939","Puerto Rico","Bayamon",55
"7940","Puerto Rico","Fajardo",19
"7941","Puerto Rico","Guayama",19
"7942","Puerto Rico","Guaynabo",27
"7943","Puerto Rico","Ponce",24
"7944","Puerto Rico","San Juan",41
"7945","Rhode Island","Kent",38
"7946","Rhode Island","Providence",44
"7947","South Carolina","Aiken",33
"7948","South Carolina","Anderson",37
"7949","South Carolina","Berkeley",33
"7950","South Carolina","Charleston",41
"7951","South Carolina","Edgefield",34
"7952","South Carolina","Greenville",27
"7953","South Carolina","Lexington",44
"7954","South Carolina","Oconee",34
"7955","South Carolina","Richland",47
"7956","South Carolina","Spartanburg",30
"7957","South Carolina","York",31
"7958","South Dakota","Brookings",19
"7959","South Dakota","Jackson",33
"7960","South Dakota","Minnehaha",20
"7961","South Dakota","Pennington",27
"7962","Tennessee","Anderson",34
"7963","Tennessee","Blount",54
"7964","Tennessee","Claiborne",39
"7965","Tennessee","Davidson",41
"7966","Tennessee","DeKalb",36
"7967","Tennessee","Hamilton",37
"7968","Tennessee","Jefferson",45
"7969","Tennessee","Knox",38
"7970","Tennessee","Madison",27
"7971","Tennessee","Maury",37
"7972","Tennessee","McMinn",27
"7973","Tennessee","Montgomery",31
"7974","Tennessee","Roane",12
"7975","Tennessee","Sevier",42
"7976","Tennessee","Shelby",64
"7977","Tennessee","Sullivan",74
"7978","Tennessee","Sumner",51
"7979","Tennessee","Williamson",42
"7980","Tennessee","Wilson",36
"7981","Texas","Bell",15
"7982","Texas","Bexar",33
"7983","Texas","Brazoria",32
"7984","Texas","Brewster",39
"7985","Texas","Cameron",26
"7986","Texas","Collin",44
"7987","Texas","Culberson",44
"7988","Texas","Dallas",46
"7989","Texas","Denton",33
"7990","Texas","El Paso",107
"7991","Texas","Ellis",23
"7992","Texas","Galveston",35
"7993","Texas","Gregg",42
"7994","Texas","Harris",79
"7995","Texas","Jefferson",58
"7996","Texas","Lubbock",19
"7997","Texas","Nueces",37
"7998","Texas","Orange",38
